pair,total_ibd_mb,sample_a,sample_b
"('NA19444_NA19444', 'NA19452_NA19452')",29.760129,NA19444_NA19444,NA19452_NA19452
"('NA19038_NA19038', 'NA19397_NA19397')",29.756061,NA19038_NA19038,NA19397_NA19397
"('NA19355_NA19355', 'NA19393_NA19393')",29.749451,NA19355_NA19355,NA19393_NA19393
"('NA19319_NA19319', 'NA19379_NA19379')",29.743563,NA19319_NA19319,NA19379_NA19379
"('NA19355_NA19355', 'NA19449_NA19449')",29.742524,NA19355_NA19355,NA19449_NA19449
"('NA19347_NA19347', 'NA19466_NA19466')",29.734189,NA19347_NA19347,NA19466_NA19466
"('NA19338_NA19338', 'NA19346_NA19346')",29.730349999999998,NA19338_NA19338,NA19346_NA19346
"('NA19385_NA19385', 'NA19474_NA19474')",29.713823,NA19385_NA19385,NA19474_NA19474
"('NA19399_NA19399', 'NA19440_NA19440')",29.702586999999998,NA19399_NA19399,NA19440_NA19440
"('NA19334_NA19334', 'NA19445_NA19445')",29.697555,NA19334_NA19334,NA19445_NA19445
"('NA19041_NA19041', 'NA19328_NA19328')",29.6967,NA19041_NA19041,NA19328_NA19328
"('NA19316_NA19316', 'NA19404_NA19404')",29.693533000000002,NA19316_NA19316,NA19404_NA19404
"('NA19384_NA19384', 'NA19461_NA19461')",29.692722999999997,NA19384_NA19384,NA19461_NA19461
"('NA19372_NA19372', 'NA19467_NA19467')",29.663939,NA19372_NA19372,NA19467_NA19467
"('NA19020_NA19020', 'NA19429_NA19429')",29.660386,NA19020_NA19020,NA19429_NA19429
"('NA19316_NA19316', 'NA19321_NA19321')",29.659086,NA19316_NA19316,NA19321_NA19321
"('NA19438_NA19438', 'NA19470_NA19470')",29.652694,NA19438_NA19438,NA19470_NA19470
"('NA19403_NA19403', 'NA19430_NA19430')",29.651322,NA19403_NA19403,NA19430_NA19430
"('NA19397_NA19397', 'NA19434_NA19434')",29.650788000000002,NA19397_NA19397,NA19434_NA19434
"('NA19312_NA19312', 'NA19428_NA19428')",29.647672,NA19312_NA19312,NA19428_NA19428
"('NA19352_NA19352', 'NA19440_NA19440')",29.644695000000002,NA19352_NA19352,NA19440_NA19440
"('NA19347_NA19347', 'NA19473_NA19473')",29.641142000000002,NA19347_NA19347,NA19473_NA19473
"('NA19347_NA19347', 'NA19429_NA19429')",29.633625,NA19347_NA19347,NA19429_NA19429
"('NA19401_NA19401', 'NA19456_NA19456')",29.604795,NA19401_NA19401,NA19456_NA19456
"('NA19328_NA19328', 'NA19371_NA19371')",29.601691,NA19328_NA19328,NA19371_NA19371
"('NA19332_NA19332', 'NA19394_NA19394')",29.590601,NA19332_NA19332,NA19394_NA19394
"('NA19379_NA19379', 'NA19436_NA19436')",29.586187,NA19379_NA19379,NA19436_NA19436
"('NA19327_NA19327', 'NA19372_NA19372')",29.567618,NA19327_NA19327,NA19372_NA19372
"('NA19324_NA19324', 'NA19437_NA19437')",29.554663,NA19324_NA19324,NA19437_NA19437
"('NA19044_NA19044', 'NA19319_NA19319')",29.553963,NA19044_NA19044,NA19319_NA19319
"('NA19395_NA19395', 'NA19443_NA19443')",29.552687,NA19395_NA19395,NA19443_NA19443
"('NA19312_NA19312', 'NA19352_NA19352')",29.520561,NA19312_NA19312,NA19352_NA19352
"('NA19430_NA19430', 'NA19470_NA19470')",29.520333,NA19430_NA19430,NA19470_NA19470
"('NA19028_NA19028', 'NA19394_NA19394')",29.510537,NA19028_NA19028,NA19394_NA19394
"('NA19385_NA19385', 'NA19390_NA19390')",29.510406,NA19385_NA19385,NA19390_NA19390
"('NA19035_NA19035', 'NA19376_NA19376')",29.505498,NA19035_NA19035,NA19376_NA19376
"('NA19324_NA19324', 'NA19351_NA19351')",29.505297,NA19324_NA19324,NA19351_NA19351
"('NA19350_NA19350', 'NA19439_NA19439')",29.501489,NA19350_NA19350,NA19439_NA19439
"('NA19318_NA19318', 'NA19446_NA19446')",29.492475,NA19318_NA19318,NA19446_NA19446
"('NA19028_NA19028', 'NA19374_NA19374')",29.491434,NA19028_NA19028,NA19374_NA19374
"('NA19310_NA19310', 'NA19474_NA19474')",29.480296,NA19310_NA19310,NA19474_NA19474
"('NA19321_NA19321', 'NA19359_NA19359')",29.475711,NA19321_NA19321,NA19359_NA19359
"('NA19403_NA19403', 'NA19434_NA19434')",29.475255,NA19403_NA19403,NA19434_NA19434
"('NA19384_NA19384', 'NA19397_NA19397')",29.472063000000002,NA19384_NA19384,NA19397_NA19397
"('NA19355_NA19355', 'NA19391_NA19391')",29.47165,NA19355_NA19355,NA19391_NA19391
"('NA19318_NA19318', 'NA19377_NA19377')",29.465808,NA19318_NA19318,NA19377_NA19377
"('NA19393_NA19393', 'NA19430_NA19430')",29.457888,NA19393_NA19393,NA19430_NA19430
"('NA19446_NA19446', 'NA19467_NA19467')",29.449753,NA19446_NA19446,NA19467_NA19467
"('NA19332_NA19332', 'NA19395_NA19395')",29.430324,NA19332_NA19332,NA19395_NA19395
"('NA19359_NA19359', 'NA19381_NA19381')",29.426953,NA19359_NA19359,NA19381_NA19381
"('NA19372_NA19372', 'NA19398_NA19398')",29.421752,NA19372_NA19372,NA19398_NA19398
"('NA19020_NA19020', 'NA19393_NA19393')",29.421633,NA19020_NA19020,NA19393_NA19393
"('NA19359_NA19359', 'NA19374_NA19374')",29.420359,NA19359_NA19359,NA19374_NA19374
"('NA19382_NA19382', 'NA19384_NA19384')",29.400761000000003,NA19382_NA19382,NA19384_NA19384
"('NA19375_NA19375', 'NA19446_NA19446')",29.400065,NA19375_NA19375,NA19446_NA19446
"('NA19321_NA19321', 'NA19380_NA19380')",29.398835,NA19321_NA19321,NA19380_NA19380
"('NA19309_NA19309', 'NA19391_NA19391')",29.379434,NA19309_NA19309,NA19391_NA19391
"('NA19376_NA19376', 'NA19448_NA19448')",29.379144,NA19376_NA19376,NA19448_NA19448
"('NA19321_NA19321', 'NA19360_NA19360')",29.379126,NA19321_NA19321,NA19360_NA19360
"('NA19334_NA19334', 'NA19440_NA19440')",29.366502999999998,NA19334_NA19334,NA19440_NA19440
"('NA19332_NA19332', 'NA19379_NA19379')",29.365324,NA19332_NA19332,NA19379_NA19379
"('NA19319_NA19319', 'NA19397_NA19397')",29.365271,NA19319_NA19319,NA19397_NA19397
"('NA19346_NA19346', 'NA19469_NA19469')",29.359461000000003,NA19346_NA19346,NA19469_NA19469
"('NA19346_NA19346', 'NA19448_NA19448')",29.352927,NA19346_NA19346,NA19448_NA19448
"('NA19397_NA19397', 'NA19468_NA19468')",29.304893,NA19397_NA19397,NA19468_NA19468
"('NA19318_NA19318', 'NA19474_NA19474')",29.297212,NA19318_NA19318,NA19474_NA19474
"('NA19318_NA19318', 'NA19371_NA19371')",29.276451,NA19318_NA19318,NA19371_NA19371
"('NA19355_NA19355', 'NA19396_NA19396')",29.269618,NA19355_NA19355,NA19396_NA19396
"('NA19360_NA19360', 'NA19391_NA19391')",29.2679,NA19360_NA19360,NA19391_NA19391
"('NA19334_NA19334', 'NA19471_NA19471')",29.262181,NA19334_NA19334,NA19471_NA19471
"('NA19359_NA19359', 'NA19380_NA19380')",29.261141,NA19359_NA19359,NA19380_NA19380
"('NA19393_NA19393', 'NA19437_NA19437')",29.258842,NA19393_NA19393,NA19437_NA19437
"('NA19351_NA19351', 'NA19434_NA19434')",29.255425,NA19351_NA19351,NA19434_NA19434
"('NA19377_NA19377', 'NA19469_NA19469')",29.242407,NA19377_NA19377,NA19469_NA19469
"('NA19371_NA19371', 'NA19391_NA19391')",29.234119,NA19371_NA19371,NA19391_NA19391
"('NA19360_NA19360', 'NA19440_NA19440')",29.231400999999998,NA19360_NA19360,NA19440_NA19440
"('NA19431_NA19431', 'NA19439_NA19439')",29.228153,NA19431_NA19431,NA19439_NA19439
"('NA19028_NA19028', 'NA19376_NA19376')",29.204766,NA19028_NA19028,NA19376_NA19376
"('NA19430_NA19430', 'NA19469_NA19469')",29.191403,NA19430_NA19430,NA19469_NA19469
"('NA19327_NA19327', 'NA19471_NA19471')",29.188357,NA19327_NA19327,NA19471_NA19471
"('NA19393_NA19393', 'NA19443_NA19443')",29.166258,NA19393_NA19393,NA19443_NA19443
"('NA19319_NA19319', 'NA19390_NA19390')",29.165603,NA19319_NA19319,NA19390_NA19390
"('NA19401_NA19401', 'NA19468_NA19468')",29.164261,NA19401_NA19401,NA19468_NA19468
"('NA19355_NA19355', 'NA19380_NA19380')",29.161726,NA19355_NA19355,NA19380_NA19380
"('NA19313_NA19313', 'NA19316_NA19316')",29.156322,NA19313_NA19313,NA19316_NA19316
"('NA19331_NA19331', 'NA19338_NA19338')",29.154033000000002,NA19331_NA19331,NA19338_NA19338
"('NA19313_NA19313', 'NA19448_NA19448')",29.144135,NA19313_NA19313,NA19448_NA19448
"('NA19435_NA19435', 'NA19445_NA19445')",29.138624,NA19435_NA19435,NA19445_NA19445
"('NA19020_NA19020', 'NA19377_NA19377')",29.127895000000002,NA19020_NA19020,NA19377_NA19377
"('NA19463_NA19463', 'NA19470_NA19470')",29.124358,NA19463_NA19463,NA19470_NA19470
"('NA19399_NA19399', 'NA19466_NA19466')",29.118875,NA19399_NA19399,NA19466_NA19466
"('NA19403_NA19403', 'NA19451_NA19451')",29.098712,NA19403_NA19403,NA19451_NA19451
"('NA19430_NA19430', 'NA19448_NA19448')",29.096059,NA19430_NA19430,NA19448_NA19448
"('NA19041_NA19041', 'NA19393_NA19393')",29.084500000000002,NA19041_NA19041,NA19393_NA19393
"('NA19328_NA19328', 'NA19360_NA19360')",29.08208,NA19328_NA19328,NA19360_NA19360
"('NA19404_NA19404', 'NA19435_NA19435')",29.080916,NA19404_NA19404,NA19435_NA19435
"('NA19318_NA19318', 'NA19440_NA19440')",29.066873,NA19318_NA19318,NA19440_NA19440
"('NA19372_NA19372', 'NA19383_NA19383')",29.049905,NA19372_NA19372,NA19383_NA19383
"('NA19434_NA19434', 'NA19452_NA19452')",29.026422,NA19434_NA19434,NA19452_NA19452
"('NA19381_NA19381', 'NA19438_NA19438')",29.024594,NA19381_NA19381,NA19438_NA19438
"('NA19350_NA19350', 'NA19446_NA19446')",29.024158,NA19350_NA19350,NA19446_NA19446
"('NA19443_NA19443', 'NA19466_NA19466')",29.017569,NA19443_NA19443,NA19466_NA19466
"('NA19430_NA19430', 'NA19473_NA19473')",29.013467,NA19430_NA19430,NA19473_NA19473
"('NA19331_NA19331', 'NA19373_NA19373')",29.005799999999997,NA19331_NA19331,NA19373_NA19373
"('NA19319_NA19319', 'NA19439_NA19439')",29.002324,NA19319_NA19319,NA19439_NA19439
"('NA19359_NA19359', 'NA19445_NA19445')",28.992067,NA19359_NA19359,NA19445_NA19445
"('NA19331_NA19331', 'NA19472_NA19472')",28.977739,NA19331_NA19331,NA19472_NA19472
"('NA19351_NA19351', 'NA19403_NA19403')",28.977245,NA19351_NA19351,NA19403_NA19403
"('NA19379_NA19379', 'NA19467_NA19467')",28.958222,NA19379_NA19379,NA19467_NA19467
"('NA19328_NA19328', 'NA19350_NA19350')",28.936348,NA19328_NA19328,NA19350_NA19350
"('NA19309_NA19309', 'NA19379_NA19379')",28.933556,NA19309_NA19309,NA19379_NA19379
"('NA19379_NA19379', 'NA19461_NA19461')",28.924774,NA19379_NA19379,NA19461_NA19461
"('NA19360_NA19360', 'NA19435_NA19435')",28.913156,NA19360_NA19360,NA19435_NA19435
"('NA19397_NA19397', 'NA19473_NA19473')",28.896453,NA19397_NA19397,NA19473_NA19473
"('NA19041_NA19041', 'NA19352_NA19352')",28.881326,NA19041_NA19041,NA19352_NA19352
"('NA19317_NA19317', 'NA19466_NA19466')",28.877481,NA19317_NA19317,NA19466_NA19466
"('NA19452_NA19452', 'NA19462_NA19462')",28.865774000000002,NA19452_NA19452,NA19462_NA19462
"('NA19334_NA19334', 'NA19453_NA19453')",28.845283,NA19334_NA19334,NA19453_NA19453
"('NA19351_NA19351', 'NA19355_NA19355')",28.836876,NA19351_NA19351,NA19355_NA19355
"('NA19393_NA19393', 'NA19452_NA19452')",28.829606,NA19393_NA19393,NA19452_NA19452
"('NA19430_NA19430', 'NA19474_NA19474')",28.817187,NA19430_NA19430,NA19474_NA19474
"('NA19035_NA19035', 'NA19318_NA19318')",28.810956,NA19035_NA19035,NA19318_NA19318
"('NA19360_NA19360', 'NA19373_NA19373')",28.807219,NA19360_NA19360,NA19373_NA19373
"('NA19044_NA19044', 'NA19372_NA19372')",28.806465000000003,NA19044_NA19044,NA19372_NA19372
"('NA19352_NA19352', 'NA19439_NA19439')",28.806001000000002,NA19352_NA19352,NA19439_NA19439
"('NA19327_NA19327', 'NA19466_NA19466')",28.798035,NA19327_NA19327,NA19466_NA19466
"('NA19360_NA19360', 'NA19473_NA19473')",28.795966999999997,NA19360_NA19360,NA19473_NA19473
"('NA19404_NA19404', 'NA19430_NA19430')",28.772187,NA19404_NA19404,NA19430_NA19430
"('NA19338_NA19338', 'NA19455_NA19455')",28.768144,NA19338_NA19338,NA19455_NA19455
"('NA19041_NA19041', 'NA19346_NA19346')",28.766858,NA19041_NA19041,NA19346_NA19346
"('NA19376_NA19376', 'NA19379_NA19379')",28.759808,NA19376_NA19376,NA19379_NA19379
"('NA19346_NA19346', 'NA19473_NA19473')",28.75198,NA19346_NA19346,NA19473_NA19473
"('NA19046_NA19046', 'NA19383_NA19383')",28.739974,NA19046_NA19046,NA19383_NA19383
"('NA19332_NA19332', 'NA19468_NA19468')",28.738269,NA19332_NA19332,NA19468_NA19468
"('NA19398_NA19398', 'NA19469_NA19469')",28.733946,NA19398_NA19398,NA19469_NA19469
"('NA19431_NA19431', 'NA19463_NA19463')",28.731586,NA19431_NA19431,NA19463_NA19463
"('NA19041_NA19041', 'NA19403_NA19403')",28.72547,NA19041_NA19041,NA19403_NA19403
"('NA19456_NA19456', 'NA19462_NA19462')",28.720225999999997,NA19456_NA19456,NA19462_NA19462
"('NA19380_NA19380', 'NA19390_NA19390')",28.705267,NA19380_NA19380,NA19390_NA19390
"('NA19321_NA19321', 'NA19452_NA19452')",28.698407,NA19321_NA19321,NA19452_NA19452
"('NA19331_NA19331', 'NA19385_NA19385')",28.691053,NA19331_NA19331,NA19385_NA19385
"('NA19350_NA19350', 'NA19440_NA19440')",28.686918000000002,NA19350_NA19350,NA19440_NA19440
"('NA19350_NA19350', 'NA19451_NA19451')",28.671747,NA19350_NA19350,NA19451_NA19451
"('NA19449_NA19449', 'NA19455_NA19455')",28.671426,NA19449_NA19449,NA19455_NA19455
"('NA19332_NA19332', 'NA19453_NA19453')",28.667584,NA19332_NA19332,NA19453_NA19453
"('NA19035_NA19035', 'NA19452_NA19452')",28.663339,NA19035_NA19035,NA19452_NA19452
"('NA19347_NA19347', 'NA19461_NA19461')",28.652895,NA19347_NA19347,NA19461_NA19461
"('NA19437_NA19437', 'NA19453_NA19453')",28.646004,NA19437_NA19437,NA19453_NA19453
"('NA19438_NA19438', 'NA19448_NA19448')",28.643349999999998,NA19438_NA19438,NA19448_NA19448
"('NA19444_NA19444', 'NA19446_NA19446')",28.637627,NA19444_NA19444,NA19446_NA19446
"('NA19307_NA19307', 'NA19449_NA19449')",28.635488,NA19307_NA19307,NA19449_NA19449
"('NA19383_NA19383', 'NA19472_NA19472')",28.62017,NA19383_NA19383,NA19472_NA19472
"('NA19332_NA19332', 'NA19430_NA19430')",28.61217,NA19332_NA19332,NA19430_NA19430
"('NA19310_NA19310', 'NA19439_NA19439')",28.611221999999998,NA19310_NA19310,NA19439_NA19439
"('NA19046_NA19046', 'NA19382_NA19382')",28.608926,NA19046_NA19046,NA19382_NA19382
"('NA19373_NA19373', 'NA19434_NA19434')",28.605235,NA19373_NA19373,NA19434_NA19434
"('NA19396_NA19396', 'NA19456_NA19456')",28.583194,NA19396_NA19396,NA19456_NA19456
"('NA19371_NA19371', 'NA19449_NA19449')",28.574961000000002,NA19371_NA19371,NA19449_NA19449
"('NA19380_NA19380', 'NA19396_NA19396')",28.544245,NA19380_NA19380,NA19396_NA19396
"('NA19327_NA19327', 'NA19395_NA19395')",28.538576,NA19327_NA19327,NA19395_NA19395
"('NA19375_NA19375', 'NA19472_NA19472')",28.532975999999998,NA19375_NA19375,NA19472_NA19472
"('NA19396_NA19396', 'NA19461_NA19461')",28.529611,NA19396_NA19396,NA19461_NA19461
"('NA19311_NA19311', 'NA19473_NA19473')",28.505071,NA19311_NA19311,NA19473_NA19473
"('NA19316_NA19316', 'NA19317_NA19317')",28.502798,NA19316_NA19316,NA19317_NA19317
"('NA19446_NA19446', 'NA19452_NA19452')",28.502169,NA19446_NA19446,NA19452_NA19452
"('NA19382_NA19382', 'NA19461_NA19461')",28.489701999999998,NA19382_NA19382,NA19461_NA19461
"('NA19046_NA19046', 'NA19359_NA19359')",28.487863,NA19046_NA19046,NA19359_NA19359
"('NA19379_NA19379', 'NA19391_NA19391')",28.480533,NA19379_NA19379,NA19391_NA19391
"('NA19044_NA19044', 'NA19472_NA19472')",28.479927999999997,NA19044_NA19044,NA19472_NA19472
"('NA19328_NA19328', 'NA19394_NA19394')",28.476589,NA19328_NA19328,NA19394_NA19394
"('NA19334_NA19334', 'NA19438_NA19438')",28.474123,NA19334_NA19334,NA19438_NA19438
"('NA19350_NA19350', 'NA19468_NA19468')",28.466791,NA19350_NA19350,NA19468_NA19468
"('NA19372_NA19372', 'NA19453_NA19453')",28.465836,NA19372_NA19372,NA19453_NA19453
"('NA19307_NA19307', 'NA19436_NA19436')",28.460075999999997,NA19307_NA19307,NA19436_NA19436
"('NA19331_NA19331', 'NA19474_NA19474')",28.455621999999998,NA19331_NA19331,NA19474_NA19474
"('NA19332_NA19332', 'NA19359_NA19359')",28.446192,NA19332_NA19332,NA19359_NA19359
"('NA19046_NA19046', 'NA19318_NA19318')",28.434018000000002,NA19046_NA19046,NA19318_NA19318
"('NA19347_NA19347', 'NA19398_NA19398')",28.431,NA19347_NA19347,NA19398_NA19398
"('NA19319_NA19319', 'NA19436_NA19436')",28.426023999999998,NA19319_NA19319,NA19436_NA19436
"('NA19360_NA19360', 'NA19455_NA19455')",28.41191,NA19360_NA19360,NA19455_NA19455
"('NA19403_NA19403', 'NA19468_NA19468')",28.387726999999998,NA19403_NA19403,NA19468_NA19468
"('NA19327_NA19327', 'NA19383_NA19383')",28.386657,NA19327_NA19327,NA19383_NA19383
"('NA19041_NA19041', 'NA19307_NA19307')",28.381452,NA19041_NA19041,NA19307_NA19307
"('NA19315_NA19315', 'NA19346_NA19346')",28.37216,NA19315_NA19315,NA19346_NA19346
"('NA19472_NA19472', 'NA19473_NA19473')",28.360757,NA19472_NA19472,NA19473_NA19473
"('NA19446_NA19446', 'NA19461_NA19461')",28.335108,NA19446_NA19446,NA19461_NA19461
"('NA19035_NA19035', 'NA19327_NA19327')",28.326805,NA19035_NA19035,NA19327_NA19327
"('NA19351_NA19351', 'NA19456_NA19456')",28.314253,NA19351_NA19351,NA19456_NA19456
"('NA19347_NA19347', 'NA19469_NA19469')",28.312488000000002,NA19347_NA19347,NA19469_NA19469
"('NA19308_NA19308', 'NA19398_NA19398')",28.309258,NA19308_NA19308,NA19398_NA19398
"('NA19313_NA19313', 'NA19390_NA19390')",28.306446,NA19313_NA19313,NA19390_NA19390
"('NA19311_NA19311', 'NA19355_NA19355')",28.300384,NA19311_NA19311,NA19355_NA19355
"('NA19359_NA19359', 'NA19394_NA19394')",28.283825999999998,NA19359_NA19359,NA19394_NA19394
"('NA19373_NA19373', 'NA19474_NA19474')",28.279598,NA19373_NA19373,NA19474_NA19474
"('NA19327_NA19327', 'NA19457_NA19457')",28.278731,NA19327_NA19327,NA19457_NA19457
"('NA19394_NA19394', 'NA19446_NA19446')",28.275885000000002,NA19394_NA19394,NA19446_NA19446
"('NA19038_NA19038', 'NA19456_NA19456')",28.26521,NA19038_NA19038,NA19456_NA19456
"('NA19355_NA19355', 'NA19394_NA19394')",28.26028,NA19355_NA19355,NA19394_NA19394
"('NA19338_NA19338', 'NA19473_NA19473')",28.25997,NA19338_NA19338,NA19473_NA19473
"('NA19315_NA19315', 'NA19371_NA19371')",28.259093,NA19315_NA19315,NA19371_NA19371
"('NA19445_NA19445', 'NA19451_NA19451')",28.258226,NA19445_NA19445,NA19451_NA19451
"('NA19046_NA19046', 'NA19309_NA19309')",28.254036,NA19046_NA19046,NA19309_NA19309
"('NA19394_NA19394', 'NA19404_NA19404')",28.245048,NA19394_NA19394,NA19404_NA19404
"('NA19324_NA19324', 'NA19438_NA19438')",28.241583000000002,NA19324_NA19324,NA19438_NA19438
"('NA19436_NA19436', 'NA19471_NA19471')",28.240145,NA19436_NA19436,NA19471_NA19471
"('NA19352_NA19352', 'NA19462_NA19462')",28.235926,NA19352_NA19352,NA19462_NA19462
"('NA19312_NA19312', 'NA19448_NA19448')",28.232955,NA19312_NA19312,NA19448_NA19448
"('NA19332_NA19332', 'NA19435_NA19435')",28.226127,NA19332_NA19332,NA19435_NA19435
"('NA19435_NA19435', 'NA19473_NA19473')",28.224934,NA19435_NA19435,NA19473_NA19473
"('NA19351_NA19351', 'NA19382_NA19382')",28.218951999999998,NA19351_NA19351,NA19382_NA19382
"('NA19334_NA19334', 'NA19448_NA19448')",28.217661999999997,NA19334_NA19334,NA19448_NA19448
"('NA19044_NA19044', 'NA19307_NA19307')",28.216343000000002,NA19044_NA19044,NA19307_NA19307
"('NA19046_NA19046', 'NA19456_NA19456')",28.216309,NA19046_NA19046,NA19456_NA19456
"('NA19384_NA19384', 'NA19445_NA19445')",28.216026,NA19384_NA19384,NA19445_NA19445
"('NA19396_NA19396', 'NA19466_NA19466')",28.188847000000003,NA19396_NA19396,NA19466_NA19466
"('NA19374_NA19374', 'NA19403_NA19403')",28.188504,NA19374_NA19374,NA19403_NA19403
"('NA19377_NA19377', 'NA19431_NA19431')",28.183009000000002,NA19377_NA19377,NA19431_NA19431
"('NA19313_NA19313', 'NA19385_NA19385')",28.18279,NA19313_NA19313,NA19385_NA19385
"('NA19312_NA19312', 'NA19467_NA19467')",28.173804,NA19312_NA19312,NA19467_NA19467
"('NA19468_NA19468', 'NA19471_NA19471')",28.163117,NA19468_NA19468,NA19471_NA19471
"('NA19439_NA19439', 'NA19455_NA19455')",28.161215,NA19439_NA19439,NA19455_NA19455
"('NA19318_NA19318', 'NA19399_NA19399')",28.1579,NA19318_NA19318,NA19399_NA19399
"('NA19451_NA19451', 'NA19473_NA19473')",28.149615,NA19451_NA19451,NA19473_NA19473
"('NA19041_NA19041', 'NA19395_NA19395')",28.140483,NA19041_NA19041,NA19395_NA19395
"('NA19317_NA19317', 'NA19319_NA19319')",28.13745,NA19317_NA19317,NA19319_NA19319
"('NA19310_NA19310', 'NA19390_NA19390')",28.115149,NA19310_NA19310,NA19390_NA19390
"('NA19401_NA19401', 'NA19463_NA19463')",28.10701,NA19401_NA19401,NA19463_NA19463
"('NA19374_NA19374', 'NA19457_NA19457')",28.102662,NA19374_NA19374,NA19457_NA19457
"('NA19311_NA19311', 'NA19372_NA19372')",28.0795,NA19311_NA19311,NA19372_NA19372
"('NA19360_NA19360', 'NA19457_NA19457')",28.070925,NA19360_NA19360,NA19457_NA19457
"('NA19376_NA19376', 'NA19404_NA19404')",28.066805000000002,NA19376_NA19376,NA19404_NA19404
"('NA19373_NA19373', 'NA19451_NA19451')",28.059248,NA19373_NA19373,NA19451_NA19451
"('NA19383_NA19383', 'NA19431_NA19431')",28.056915,NA19383_NA19383,NA19431_NA19431
"('NA19404_NA19404', 'NA19436_NA19436')",28.053769000000003,NA19404_NA19404,NA19436_NA19436
"('NA19372_NA19372', 'NA19468_NA19468')",28.051432,NA19372_NA19372,NA19468_NA19468
"('NA19338_NA19338', 'NA19446_NA19446')",28.046086,NA19338_NA19338,NA19446_NA19446
"('NA19469_NA19469', 'NA19473_NA19473')",28.030233,NA19469_NA19469,NA19473_NA19473
"('NA19036_NA19036', 'NA19355_NA19355')",28.021362,NA19036_NA19036,NA19355_NA19355
"('NA19041_NA19041', 'NA19390_NA19390')",28.020673,NA19041_NA19041,NA19390_NA19390
"('NA19390_NA19390', 'NA19462_NA19462')",28.016332,NA19390_NA19390,NA19462_NA19462
"('NA19397_NA19397', 'NA19431_NA19431')",28.009949,NA19397_NA19397,NA19431_NA19431
"('NA19398_NA19398', 'NA19430_NA19430')",28.007622,NA19398_NA19398,NA19430_NA19430
"('NA19351_NA19351', 'NA19379_NA19379')",28.005325,NA19351_NA19351,NA19379_NA19379
"('NA19328_NA19328', 'NA19469_NA19469')",27.988129,NA19328_NA19328,NA19469_NA19469
"('NA19020_NA19020', 'NA19028_NA19028')",27.981082,NA19020_NA19020,NA19028_NA19028
"('NA19313_NA19313', 'NA19396_NA19396')",27.98011,NA19313_NA19313,NA19396_NA19396
"('NA19430_NA19430', 'NA19467_NA19467')",27.969269,NA19430_NA19430,NA19467_NA19467
"('NA19385_NA19385', 'NA19444_NA19444')",27.965517,NA19385_NA19385,NA19444_NA19444
"('NA19311_NA19311', 'NA19319_NA19319')",27.938245000000002,NA19311_NA19311,NA19319_NA19319
"('NA19382_NA19382', 'NA19385_NA19385')",27.932207000000002,NA19382_NA19382,NA19385_NA19385
"('NA19044_NA19044', 'NA19404_NA19404')",27.930643,NA19044_NA19044,NA19404_NA19404
"('NA19383_NA19383', 'NA19449_NA19449')",27.929727,NA19383_NA19383,NA19449_NA19449
"('NA19390_NA19390', 'NA19469_NA19469')",27.929338,NA19390_NA19390,NA19469_NA19469
"('NA19041_NA19041', 'NA19473_NA19473')",27.925268,NA19041_NA19041,NA19473_NA19473
"('NA19319_NA19319', 'NA19461_NA19461')",27.918136999999998,NA19319_NA19319,NA19461_NA19461
"('NA19360_NA19360', 'NA19467_NA19467')",27.917233,NA19360_NA19360,NA19467_NA19467
