pair,total_ibd_mb,sample_a,sample_b
"('NA19373_NA19373', 'NA19397_NA19397')",24.29056,NA19373_NA19373,NA19397_NA19397
"('NA19430_NA19430', 'NA19435_NA19435')",24.272939,NA19430_NA19430,NA19435_NA19435
"('NA19328_NA19328', 'NA19384_NA19384')",24.269754,NA19328_NA19328,NA19384_NA19384
"('NA19380_NA19380', 'NA19438_NA19438')",24.264918,NA19380_NA19380,NA19438_NA19438
"('NA19313_NA19313', 'NA19374_NA19374')",24.260466,NA19313_NA19313,NA19374_NA19374
"('NA19328_NA19328', 'NA19351_NA19351')",24.25681,NA19328_NA19328,NA19351_NA19351
"('NA19372_NA19372', 'NA19463_NA19463')",24.249222,NA19372_NA19372,NA19463_NA19463
"('NA19338_NA19338', 'NA19397_NA19397')",24.240174,NA19338_NA19338,NA19397_NA19397
"('NA19332_NA19332', 'NA19351_NA19351')",24.231091,NA19332_NA19332,NA19351_NA19351
"('NA19312_NA19312', 'NA19453_NA19453')",24.22369,NA19312_NA19312,NA19453_NA19453
"('NA19399_NA19399', 'NA19434_NA19434')",24.222129,NA19399_NA19399,NA19434_NA19434
"('NA19374_NA19374', 'NA19396_NA19396')",24.218736,NA19374_NA19374,NA19396_NA19396
"('NA19371_NA19371', 'NA19473_NA19473')",24.215954999999997,NA19371_NA19371,NA19473_NA19473
"('NA19390_NA19390', 'NA19451_NA19451')",24.201166999999998,NA19390_NA19390,NA19451_NA19451
"('NA19308_NA19308', 'NA19385_NA19385')",24.199111,NA19308_NA19308,NA19385_NA19385
"('NA19328_NA19328', 'NA19391_NA19391')",24.183874000000003,NA19328_NA19328,NA19391_NA19391
"('NA19371_NA19371', 'NA19403_NA19403')",24.172353,NA19371_NA19371,NA19403_NA19403
"('NA19372_NA19372', 'NA19451_NA19451')",24.170983,NA19372_NA19372,NA19451_NA19451
"('NA19384_NA19384', 'NA19449_NA19449')",24.168298,NA19384_NA19384,NA19449_NA19449
"('NA19434_NA19434', 'NA19436_NA19436')",24.158867,NA19434_NA19434,NA19436_NA19436
"('NA19331_NA19331', 'NA19351_NA19351')",24.157343,NA19331_NA19331,NA19351_NA19351
"('NA19403_NA19403', 'NA19446_NA19446')",24.154546,NA19403_NA19403,NA19446_NA19446
"('NA19391_NA19391', 'NA19449_NA19449')",24.152231,NA19391_NA19391,NA19449_NA19449
"('NA19376_NA19376', 'NA19429_NA19429')",24.149764,NA19376_NA19376,NA19429_NA19429
"('NA19360_NA19360', 'NA19429_NA19429')",24.14887,NA19360_NA19360,NA19429_NA19429
"('NA19028_NA19028', 'NA19396_NA19396')",24.140707,NA19028_NA19028,NA19396_NA19396
"('NA19312_NA19312', 'NA19435_NA19435')",24.133508,NA19312_NA19312,NA19435_NA19435
"('NA19377_NA19377', 'NA19382_NA19382')",24.12955,NA19377_NA19377,NA19382_NA19382
"('NA19428_NA19428', 'NA19470_NA19470')",24.122017,NA19428_NA19428,NA19470_NA19470
"('NA19352_NA19352', 'NA19438_NA19438')",24.108783,NA19352_NA19352,NA19438_NA19438
"('NA19317_NA19317', 'NA19438_NA19438')",24.107417,NA19317_NA19317,NA19438_NA19438
"('NA19318_NA19318', 'NA19324_NA19324')",24.104892,NA19318_NA19318,NA19324_NA19324
"('NA19430_NA19430', 'NA19440_NA19440')",24.103123999999998,NA19430_NA19430,NA19440_NA19440
"('NA19374_NA19374', 'NA19385_NA19385')",24.097376,NA19374_NA19374,NA19385_NA19385
"('NA19020_NA19020', 'NA19044_NA19044')",24.086900999999997,NA19020_NA19020,NA19044_NA19044
"('NA19391_NA19391', 'NA19437_NA19437')",24.086831,NA19391_NA19391,NA19437_NA19437
"('NA19036_NA19036', 'NA19430_NA19430')",24.08182,NA19036_NA19036,NA19430_NA19430
"('NA19036_NA19036', 'NA19383_NA19383')",24.079137,NA19036_NA19036,NA19383_NA19383
"('NA19332_NA19332', 'NA19457_NA19457')",24.078546,NA19332_NA19332,NA19457_NA19457
"('NA19381_NA19381', 'NA19434_NA19434')",24.077119999999997,NA19381_NA19381,NA19434_NA19434
"('NA19350_NA19350', 'NA19403_NA19403')",24.074955,NA19350_NA19350,NA19403_NA19403
"('NA19397_NA19397', 'NA19474_NA19474')",24.070536,NA19397_NA19397,NA19474_NA19474
"('NA19036_NA19036', 'NA19431_NA19431')",24.068204,NA19036_NA19036,NA19431_NA19431
"('NA19334_NA19334', 'NA19457_NA19457')",24.068065,NA19334_NA19334,NA19457_NA19457
"('NA19308_NA19308', 'NA19461_NA19461')",24.067829,NA19308_NA19308,NA19461_NA19461
"('NA19038_NA19038', 'NA19307_NA19307')",24.060712,NA19038_NA19038,NA19307_NA19307
"('NA19321_NA19321', 'NA19334_NA19334')",24.058709999999998,NA19321_NA19321,NA19334_NA19334
"('NA19309_NA19309', 'NA19469_NA19469')",24.051701,NA19309_NA19309,NA19469_NA19469
"('NA19035_NA19035', 'NA19310_NA19310')",24.045731,NA19035_NA19035,NA19310_NA19310
"('NA19351_NA19351', 'NA19375_NA19375')",24.018511,NA19351_NA19351,NA19375_NA19375
"('NA19338_NA19338', 'NA19355_NA19355')",24.014284,NA19338_NA19338,NA19355_NA19355
"('NA19404_NA19404', 'NA19456_NA19456')",24.004458,NA19404_NA19404,NA19456_NA19456
"('NA19380_NA19380', 'NA19461_NA19461')",23.998406,NA19380_NA19380,NA19461_NA19461
"('NA19469_NA19469', 'NA19472_NA19472')",23.988604,NA19469_NA19469,NA19472_NA19472
"('NA19380_NA19380', 'NA19455_NA19455')",23.981826,NA19380_NA19380,NA19455_NA19455
"('NA19041_NA19041', 'NA19428_NA19428')",23.973660000000002,NA19041_NA19041,NA19428_NA19428
"('NA19307_NA19307', 'NA19430_NA19430')",23.972424,NA19307_NA19307,NA19430_NA19430
"('NA19324_NA19324', 'NA19371_NA19371')",23.967198000000003,NA19324_NA19324,NA19371_NA19371
"('NA19028_NA19028', 'NA19445_NA19445')",23.960753999999998,NA19028_NA19028,NA19445_NA19445
"('NA19315_NA19315', 'NA19469_NA19469')",23.956004,NA19315_NA19315,NA19469_NA19469
"('NA19401_NA19401', 'NA19403_NA19403')",23.951,NA19401_NA19401,NA19403_NA19403
"('NA19038_NA19038', 'NA19462_NA19462')",23.944069,NA19038_NA19038,NA19462_NA19462
"('NA19319_NA19319', 'NA19383_NA19383')",23.935774,NA19319_NA19319,NA19383_NA19383
"('NA19315_NA19315', 'NA19317_NA19317')",23.927478,NA19315_NA19315,NA19317_NA19317
"('NA19041_NA19041', 'NA19449_NA19449')",23.927132999999998,NA19041_NA19041,NA19449_NA19449
"('NA19391_NA19391', 'NA19445_NA19445')",23.918868,NA19391_NA19391,NA19445_NA19445
"('NA19380_NA19380', 'NA19431_NA19431')",23.91815,NA19380_NA19380,NA19431_NA19431
"('NA19313_NA19313', 'NA19435_NA19435')",23.910524000000002,NA19313_NA19313,NA19435_NA19435
"('NA19398_NA19398', 'NA19466_NA19466')",23.903236,NA19398_NA19398,NA19466_NA19466
"('NA19398_NA19398', 'NA19453_NA19453')",23.883405,NA19398_NA19398,NA19453_NA19453
"('NA19438_NA19438', 'NA19471_NA19471')",23.880132,NA19438_NA19438,NA19471_NA19471
"('NA19355_NA19355', 'NA19439_NA19439')",23.872583,NA19355_NA19355,NA19439_NA19439
"('NA19310_NA19310', 'NA19462_NA19462')",23.869942,NA19310_NA19310,NA19462_NA19462
"('NA19315_NA19315', 'NA19379_NA19379')",23.868917,NA19315_NA19315,NA19379_NA19379
"('NA19308_NA19308', 'NA19391_NA19391')",23.866539,NA19308_NA19308,NA19391_NA19391
"('NA19346_NA19346', 'NA19391_NA19391')",23.865101,NA19346_NA19346,NA19391_NA19391
"('NA19318_NA19318', 'NA19351_NA19351')",23.864702,NA19318_NA19318,NA19351_NA19351
"('NA19374_NA19374', 'NA19393_NA19393')",23.855823,NA19374_NA19374,NA19393_NA19393
"('NA19312_NA19312', 'NA19346_NA19346')",23.855578,NA19312_NA19312,NA19346_NA19346
"('NA19430_NA19430', 'NA19463_NA19463')",23.852451,NA19430_NA19430,NA19463_NA19463
"('NA19331_NA19331', 'NA19371_NA19371')",23.843485,NA19331_NA19331,NA19371_NA19371
"('NA19384_NA19384', 'NA19398_NA19398')",23.84008,NA19384_NA19384,NA19398_NA19398
"('NA19431_NA19431', 'NA19444_NA19444')",23.833645,NA19431_NA19431,NA19444_NA19444
"('NA19430_NA19430', 'NA19431_NA19431')",23.831895,NA19430_NA19430,NA19431_NA19431
"('NA19371_NA19371', 'NA19397_NA19397')",23.831841,NA19371_NA19371,NA19397_NA19397
"('NA19035_NA19035', 'NA19338_NA19338')",23.829559,NA19035_NA19035,NA19338_NA19338
"('NA19046_NA19046', 'NA19452_NA19452')",23.829332,NA19046_NA19046,NA19452_NA19452
"('NA19317_NA19317', 'NA19385_NA19385')",23.820975,NA19317_NA19317,NA19385_NA19385
"('NA19359_NA19359', 'NA19379_NA19379')",23.80911,NA19359_NA19359,NA19379_NA19379
"('NA19321_NA19321', 'NA19445_NA19445')",23.805278,NA19321_NA19321,NA19445_NA19445
"('NA19328_NA19328', 'NA19355_NA19355')",23.805101999999998,NA19328_NA19328,NA19355_NA19355
"('NA19352_NA19352', 'NA19384_NA19384')",23.801875,NA19352_NA19352,NA19384_NA19384
"('NA19028_NA19028', 'NA19309_NA19309')",23.799461,NA19028_NA19028,NA19309_NA19309
"('NA19440_NA19440', 'NA19455_NA19455')",23.798977,NA19440_NA19440,NA19455_NA19455
"('NA19437_NA19437', 'NA19473_NA19473')",23.796037000000002,NA19437_NA19437,NA19473_NA19473
"('NA19347_NA19347', 'NA19438_NA19438')",23.791853,NA19347_NA19347,NA19438_NA19438
"('NA19327_NA19327', 'NA19448_NA19448')",23.791225,NA19327_NA19327,NA19448_NA19448
"('NA19440_NA19440', 'NA19471_NA19471')",23.788887,NA19440_NA19440,NA19471_NA19471
"('NA19036_NA19036', 'NA19453_NA19453')",23.78453,NA19036_NA19036,NA19453_NA19453
"('NA19394_NA19394', 'NA19439_NA19439')",23.774583,NA19394_NA19394,NA19439_NA19439
"('NA19311_NA19311', 'NA19466_NA19466')",23.770377,NA19311_NA19311,NA19466_NA19466
"('NA19395_NA19395', 'NA19470_NA19470')",23.767205999999998,NA19395_NA19395,NA19470_NA19470
"('NA19359_NA19359', 'NA19428_NA19428')",23.760217,NA19359_NA19359,NA19428_NA19428
"('NA19338_NA19338', 'NA19468_NA19468')",23.759698,NA19338_NA19338,NA19468_NA19468
"('NA19398_NA19398', 'NA19468_NA19468')",23.747735,NA19398_NA19398,NA19468_NA19468
"('NA19376_NA19376', 'NA19472_NA19472')",23.746722000000002,NA19376_NA19376,NA19472_NA19472
"('NA19046_NA19046', 'NA19391_NA19391')",23.743517,NA19046_NA19046,NA19391_NA19391
"('NA19038_NA19038', 'NA19308_NA19308')",23.737538999999998,NA19038_NA19038,NA19308_NA19308
"('NA19309_NA19309', 'NA19431_NA19431')",23.736967,NA19309_NA19309,NA19431_NA19431
"('NA19321_NA19321', 'NA19440_NA19440')",23.736021,NA19321_NA19321,NA19440_NA19440
"('NA19403_NA19403', 'NA19437_NA19437')",23.73274,NA19403_NA19403,NA19437_NA19437
"('NA19373_NA19373', 'NA19380_NA19380')",23.73043,NA19373_NA19373,NA19380_NA19380
"('NA19382_NA19382', 'NA19391_NA19391')",23.717326,NA19382_NA19382,NA19391_NA19391
"('NA19446_NA19446', 'NA19449_NA19449')",23.714123999999998,NA19446_NA19446,NA19449_NA19449
"('NA19310_NA19310', 'NA19385_NA19385')",23.694249,NA19310_NA19310,NA19385_NA19385
"('NA19310_NA19310', 'NA19381_NA19381')",23.694095,NA19310_NA19310,NA19381_NA19381
"('NA19453_NA19453', 'NA19469_NA19469')",23.689607000000002,NA19453_NA19453,NA19469_NA19469
"('NA19315_NA19315', 'NA19360_NA19360')",23.670326,NA19315_NA19315,NA19360_NA19360
"('NA19315_NA19315', 'NA19437_NA19437')",23.659930000000003,NA19315_NA19315,NA19437_NA19437
"('NA19372_NA19372', 'NA19437_NA19437')",23.656024,NA19372_NA19372,NA19437_NA19437
"('NA19321_NA19321', 'NA19355_NA19355')",23.655362,NA19321_NA19321,NA19355_NA19355
"('NA19307_NA19307', 'NA19466_NA19466')",23.649966,NA19307_NA19307,NA19466_NA19466
"('NA19338_NA19338', 'NA19443_NA19443')",23.64864,NA19338_NA19338,NA19443_NA19443
"('NA19315_NA19315', 'NA19391_NA19391')",23.645068000000002,NA19315_NA19315,NA19391_NA19391
"('NA19383_NA19383', 'NA19457_NA19457')",23.637441,NA19383_NA19383,NA19457_NA19457
"('NA19311_NA19311', 'NA19401_NA19401')",23.636927,NA19311_NA19311,NA19401_NA19401
"('NA19311_NA19311', 'NA19470_NA19470')",23.626879,NA19311_NA19311,NA19470_NA19470
"('NA19035_NA19035', 'NA19313_NA19313')",23.625004,NA19035_NA19035,NA19313_NA19313
"('NA19380_NA19380', 'NA19448_NA19448')",23.621089,NA19380_NA19380,NA19448_NA19448
"('NA19385_NA19385', 'NA19471_NA19471')",23.606382,NA19385_NA19385,NA19471_NA19471
"('NA19374_NA19374', 'NA19431_NA19431')",23.604367,NA19374_NA19374,NA19431_NA19431
"('NA19038_NA19038', 'NA19317_NA19317')",23.593709,NA19038_NA19038,NA19317_NA19317
"('NA19384_NA19384', 'NA19457_NA19457')",23.576593,NA19384_NA19384,NA19457_NA19457
"('NA19332_NA19332', 'NA19347_NA19347')",23.571161,NA19332_NA19332,NA19347_NA19347
"('NA19360_NA19360', 'NA19431_NA19431')",23.567885,NA19360_NA19360,NA19431_NA19431
"('NA19028_NA19028', 'NA19430_NA19430')",23.564332,NA19028_NA19028,NA19430_NA19430
"('NA19372_NA19372', 'NA19397_NA19397')",23.560302,NA19372_NA19372,NA19397_NA19397
"('NA19312_NA19312', 'NA19452_NA19452')",23.559784,NA19312_NA19312,NA19452_NA19452
"('NA19396_NA19396', 'NA19404_NA19404')",23.556744,NA19396_NA19396,NA19404_NA19404
"('NA19443_NA19443', 'NA19472_NA19472')",23.551783,NA19443_NA19443,NA19472_NA19472
"('NA19457_NA19457', 'NA19461_NA19461')",23.550663999999998,NA19457_NA19457,NA19461_NA19461
"('NA19316_NA19316', 'NA19399_NA19399')",23.540153,NA19316_NA19316,NA19399_NA19399
"('NA19359_NA19359', 'NA19375_NA19375')",23.538064,NA19359_NA19359,NA19375_NA19375
"('NA19401_NA19401', 'NA19448_NA19448')",23.528487,NA19401_NA19401,NA19448_NA19448
"('NA19401_NA19401', 'NA19462_NA19462')",23.523769,NA19401_NA19401,NA19462_NA19462
"('NA19448_NA19448', 'NA19472_NA19472')",23.504835,NA19448_NA19448,NA19472_NA19472
"('NA19020_NA19020', 'NA19457_NA19457')",23.500857,NA19020_NA19020,NA19457_NA19457
"('NA19311_NA19311', 'NA19360_NA19360')",23.485551,NA19311_NA19311,NA19360_NA19360
"('NA19453_NA19453', 'NA19456_NA19456')",23.484179,NA19453_NA19453,NA19456_NA19456
"('NA19308_NA19308', 'NA19352_NA19352')",23.483683,NA19308_NA19308,NA19352_NA19352
"('NA19351_NA19351', 'NA19462_NA19462')",23.474281,NA19351_NA19351,NA19462_NA19462
"('NA19331_NA19331', 'NA19383_NA19383')",23.473091,NA19331_NA19331,NA19383_NA19383
"('NA19036_NA19036', 'NA19044_NA19044')",23.47022,NA19036_NA19036,NA19044_NA19044
"('NA19355_NA19355', 'NA19445_NA19445')",23.466029,NA19355_NA19355,NA19445_NA19445
"('NA19435_NA19435', 'NA19446_NA19446')",23.465168,NA19435_NA19435,NA19446_NA19446
"('NA19324_NA19324', 'NA19440_NA19440')",23.460439,NA19324_NA19324,NA19440_NA19440
"('NA19321_NA19321', 'NA19449_NA19449')",23.454621,NA19321_NA19321,NA19449_NA19449
"('NA19324_NA19324', 'NA19455_NA19455')",23.452663,NA19324_NA19324,NA19455_NA19455
"('NA19038_NA19038', 'NA19463_NA19463')",23.445881,NA19038_NA19038,NA19463_NA19463
"('NA19404_NA19404', 'NA19431_NA19431')",23.432289,NA19404_NA19404,NA19431_NA19431
"('NA19321_NA19321', 'NA19371_NA19371')",23.429149,NA19321_NA19321,NA19371_NA19371
"('NA19466_NA19466', 'NA19469_NA19469')",23.426493999999998,NA19466_NA19466,NA19469_NA19469
"('NA19311_NA19311', 'NA19431_NA19431')",23.423925,NA19311_NA19311,NA19431_NA19431
"('NA19319_NA19319', 'NA19445_NA19445')",23.420322,NA19319_NA19319,NA19445_NA19445
"('NA19316_NA19316', 'NA19453_NA19453')",23.419425,NA19316_NA19316,NA19453_NA19453
"('NA19428_NA19428', 'NA19431_NA19431')",23.418754,NA19428_NA19428,NA19431_NA19431
"('NA19398_NA19398', 'NA19473_NA19473')",23.411203999999998,NA19398_NA19398,NA19473_NA19473
"('NA19338_NA19338', 'NA19403_NA19403')",23.402855,NA19338_NA19338,NA19403_NA19403
"('NA19316_NA19316', 'NA19327_NA19327')",23.396335,NA19316_NA19316,NA19327_NA19327
"('NA19315_NA19315', 'NA19399_NA19399')",23.393855,NA19315_NA19315,NA19399_NA19399
"('NA19376_NA19376', 'NA19445_NA19445')",23.376452,NA19376_NA19376,NA19445_NA19445
"('NA19321_NA19321', 'NA19375_NA19375')",23.365306,NA19321_NA19321,NA19375_NA19375
"('NA19393_NA19393', 'NA19455_NA19455')",23.363101,NA19393_NA19393,NA19455_NA19455
"('NA19313_NA19313', 'NA19328_NA19328')",23.341569,NA19313_NA19313,NA19328_NA19328
"('NA19385_NA19385', 'NA19448_NA19448')",23.333194,NA19385_NA19385,NA19448_NA19448
"('NA19311_NA19311', 'NA19396_NA19396')",23.328649,NA19311_NA19311,NA19396_NA19396
"('NA19346_NA19346', 'NA19399_NA19399')",23.328422,NA19346_NA19346,NA19399_NA19399
"('NA19437_NA19437', 'NA19455_NA19455')",23.318358,NA19437_NA19437,NA19455_NA19455
"('NA19383_NA19383', 'NA19452_NA19452')",23.310005,NA19383_NA19383,NA19452_NA19452
"('NA19373_NA19373', 'NA19471_NA19471')",23.306724,NA19373_NA19373,NA19471_NA19471
"('NA19036_NA19036', 'NA19350_NA19350')",23.305766000000002,NA19036_NA19036,NA19350_NA19350
"('NA19452_NA19452', 'NA19472_NA19472')",23.30492,NA19452_NA19452,NA19472_NA19472
"('NA19044_NA19044', 'NA19468_NA19468')",23.296294,NA19044_NA19044,NA19468_NA19468
"('NA19444_NA19444', 'NA19471_NA19471')",23.294995,NA19444_NA19444,NA19471_NA19471
"('NA19351_NA19351', 'NA19380_NA19380')",23.285849000000002,NA19351_NA19351,NA19380_NA19380
"('NA19435_NA19435', 'NA19444_NA19444')",23.285118,NA19435_NA19435,NA19444_NA19444
"('NA19385_NA19385', 'NA19394_NA19394')",23.279136,NA19385_NA19385,NA19394_NA19394
"('NA19452_NA19452', 'NA19471_NA19471')",23.271091,NA19452_NA19452,NA19471_NA19471
"('NA19359_NA19359', 'NA19376_NA19376')",23.252353,NA19359_NA19359,NA19376_NA19376
"('NA19041_NA19041', 'NA19312_NA19312')",23.252209,NA19041_NA19041,NA19312_NA19312
"('NA19309_NA19309', 'NA19312_NA19312')",23.249128,NA19309_NA19309,NA19312_NA19312
"('NA19374_NA19374', 'NA19435_NA19435')",23.247104,NA19374_NA19374,NA19435_NA19435
"('NA19375_NA19375', 'NA19455_NA19455')",23.24698,NA19375_NA19375,NA19455_NA19455
"('NA19327_NA19327', 'NA19381_NA19381')",23.246441,NA19327_NA19327,NA19381_NA19381
"('NA19359_NA19359', 'NA19399_NA19399')",23.244808,NA19359_NA19359,NA19399_NA19399
"('NA19310_NA19310', 'NA19438_NA19438')",23.24446,NA19310_NA19310,NA19438_NA19438
"('NA19371_NA19371', 'NA19444_NA19444')",23.243553,NA19371_NA19371,NA19444_NA19444
"('NA19035_NA19035', 'NA19429_NA19429')",23.235463,NA19035_NA19035,NA19429_NA19429
"('NA19035_NA19035', 'NA19428_NA19428')",23.232805,NA19035_NA19035,NA19428_NA19428
"('NA19020_NA19020', 'NA19466_NA19466')",23.232497000000002,NA19020_NA19020,NA19466_NA19466
"('NA19309_NA19309', 'NA19352_NA19352')",23.231977,NA19309_NA19309,NA19352_NA19352
"('NA19451_NA19451', 'NA19455_NA19455')",23.229421,NA19451_NA19451,NA19455_NA19455
"('NA19377_NA19377', 'NA19395_NA19395')",23.228623,NA19377_NA19377,NA19395_NA19395
"('NA19317_NA19317', 'NA19469_NA19469')",23.223767,NA19317_NA19317,NA19469_NA19469
"('NA19310_NA19310', 'NA19446_NA19446')",23.220595,NA19310_NA19310,NA19446_NA19446
"('NA19393_NA19393', 'NA19398_NA19398')",23.218709,NA19393_NA19393,NA19398_NA19398
"('NA19375_NA19375', 'NA19448_NA19448')",23.212391,NA19375_NA19375,NA19448_NA19448
"('NA19445_NA19445', 'NA19472_NA19472')",23.206139,NA19445_NA19445,NA19472_NA19472
"('NA19307_NA19307', 'NA19332_NA19332')",23.200818,NA19307_NA19307,NA19332_NA19332
"('NA19316_NA19316', 'NA19377_NA19377')",23.186138,NA19316_NA19316,NA19377_NA19377
"('NA19428_NA19428', 'NA19474_NA19474')",23.176719,NA19428_NA19428,NA19474_NA19474
"('NA19312_NA19312', 'NA19380_NA19380')",23.173491,NA19312_NA19312,NA19380_NA19380
"('NA19309_NA19309', 'NA19321_NA19321')",23.168216,NA19309_NA19309,NA19321_NA19321
"('NA19373_NA19373', 'NA19398_NA19398')",23.161433,NA19373_NA19373,NA19398_NA19398
"('NA19317_NA19317', 'NA19437_NA19437')",23.159416999999998,NA19317_NA19317,NA19437_NA19437
"('NA19355_NA19355', 'NA19390_NA19390')",23.156023,NA19355_NA19355,NA19390_NA19390
"('NA19398_NA19398', 'NA19451_NA19451')",23.153211000000002,NA19398_NA19398,NA19451_NA19451
"('NA19456_NA19456', 'NA19473_NA19473')",23.133031,NA19456_NA19456,NA19473_NA19473
"('NA19404_NA19404', 'NA19473_NA19473')",23.125074,NA19404_NA19404,NA19473_NA19473
"('NA19394_NA19394', 'NA19443_NA19443')",23.112735999999998,NA19394_NA19394,NA19443_NA19443
"('NA19327_NA19327', 'NA19435_NA19435')",23.11195,NA19327_NA19327,NA19435_NA19435
"('NA19312_NA19312', 'NA19359_NA19359')",23.103657,NA19312_NA19312,NA19359_NA19359
"('NA19352_NA19352', 'NA19470_NA19470')",23.09035,NA19352_NA19352,NA19470_NA19470
"('NA19393_NA19393', 'NA19428_NA19428')",23.088521999999998,NA19393_NA19393,NA19428_NA19428
"('NA19381_NA19381', 'NA19448_NA19448')",23.086653000000002,NA19381_NA19381,NA19448_NA19448
"('NA19312_NA19312', 'NA19472_NA19472')",23.079184,NA19312_NA19312,NA19472_NA19472
"('NA19046_NA19046', 'NA19319_NA19319')",23.078587,NA19046_NA19046,NA19319_NA19319
"('NA19308_NA19308', 'NA19390_NA19390')",23.076775,NA19308_NA19308,NA19390_NA19390
"('NA19035_NA19035', 'NA19036_NA19036')",23.076572,NA19035_NA19035,NA19036_NA19036
"('NA19334_NA19334', 'NA19359_NA19359')",23.074806000000002,NA19334_NA19334,NA19359_NA19359
"('NA19036_NA19036', 'NA19443_NA19443')",23.069284,NA19036_NA19036,NA19443_NA19443
"('NA19020_NA19020', 'NA19036_NA19036')",23.06745,NA19020_NA19020,NA19036_NA19036
"('NA19307_NA19307', 'NA19379_NA19379')",23.054278,NA19307_NA19307,NA19379_NA19379
"('NA19020_NA19020', 'NA19470_NA19470')",23.03781,NA19020_NA19020,NA19470_NA19470
"('NA19444_NA19444', 'NA19473_NA19473')",23.035148999999997,NA19444_NA19444,NA19473_NA19473
"('NA19399_NA19399', 'NA19472_NA19472')",23.034606,NA19399_NA19399,NA19472_NA19472
"('NA19044_NA19044', 'NA19446_NA19446')",23.031784,NA19044_NA19044,NA19446_NA19446
"('NA19319_NA19319', 'NA19332_NA19332')",23.021003,NA19319_NA19319,NA19332_NA19332
"('NA19381_NA19381', 'NA19461_NA19461')",23.016922,NA19381_NA19381,NA19461_NA19461
"('NA19044_NA19044', 'NA19312_NA19312')",23.016058,NA19044_NA19044,NA19312_NA19312
"('NA19448_NA19448', 'NA19466_NA19466')",23.013528,NA19448_NA19448,NA19466_NA19466
"('NA19318_NA19318', 'NA19321_NA19321')",22.999181,NA19318_NA19318,NA19321_NA19321
"('NA19028_NA19028', 'NA19321_NA19321')",22.999119,NA19028_NA19028,NA19321_NA19321
"('NA19351_NA19351', 'NA19404_NA19404')",22.99702,NA19351_NA19351,NA19404_NA19404
"('NA19317_NA19317', 'NA19355_NA19355')",22.996048,NA19317_NA19317,NA19355_NA19355
"('NA19324_NA19324', 'NA19377_NA19377')",22.995535,NA19324_NA19324,NA19377_NA19377
"('NA19434_NA19434', 'NA19435_NA19435')",22.995089999999998,NA19434_NA19434,NA19435_NA19435
"('NA19315_NA19315', 'NA19463_NA19463')",22.992692,NA19315_NA19315,NA19463_NA19463
"('NA19044_NA19044', 'NA19309_NA19309')",22.987334,NA19044_NA19044,NA19309_NA19309
"('NA19041_NA19041', 'NA19321_NA19321')",22.984201,NA19041_NA19041,NA19321_NA19321
"('NA19374_NA19374', 'NA19404_NA19404')",22.978472,NA19374_NA19374,NA19404_NA19404
"('NA19347_NA19347', 'NA19393_NA19393')",22.976238,NA19347_NA19347,NA19393_NA19393
"('NA19038_NA19038', 'NA19355_NA19355')",22.970891,NA19038_NA19038,NA19355_NA19355
"('NA19396_NA19396', 'NA19452_NA19452')",22.97038,NA19396_NA19396,NA19452_NA19452
"('NA19382_NA19382', 'NA19428_NA19428')",22.966388000000002,NA19382_NA19382,NA19428_NA19428
"('NA19315_NA19315', 'NA19395_NA19395')",22.957251,NA19315_NA19315,NA19395_NA19395
"('NA19317_NA19317', 'NA19444_NA19444')",22.954636,NA19317_NA19317,NA19444_NA19444
"('NA19436_NA19436', 'NA19470_NA19470')",22.953424,NA19436_NA19436,NA19470_NA19470
"('NA19319_NA19319', 'NA19371_NA19371')",22.945745,NA19319_NA19319,NA19371_NA19371
"('NA19352_NA19352', 'NA19391_NA19391')",22.942989,NA19352_NA19352,NA19391_NA19391
"('NA19315_NA19315', 'NA19455_NA19455')",22.934554000000002,NA19315_NA19315,NA19455_NA19455
"('NA19347_NA19347', 'NA19446_NA19446')",22.932644,NA19347_NA19347,NA19446_NA19446
"('NA19373_NA19373', 'NA19391_NA19391')",22.927499,NA19373_NA19373,NA19391_NA19391
"('NA19446_NA19446', 'NA19468_NA19468')",22.898291,NA19446_NA19446,NA19468_NA19468
"('NA19036_NA19036', 'NA19382_NA19382')",22.894798,NA19036_NA19036,NA19382_NA19382
"('NA19041_NA19041', 'NA19452_NA19452')",22.889604,NA19041_NA19041,NA19452_NA19452
"('NA19311_NA19311', 'NA19395_NA19395')",22.884965,NA19311_NA19311,NA19395_NA19395
"('NA19377_NA19377', 'NA19404_NA19404')",22.882925,NA19377_NA19377,NA19404_NA19404
"('NA19376_NA19376', 'NA19444_NA19444')",22.876218,NA19376_NA19376,NA19444_NA19444
"('NA19379_NA19379', 'NA19468_NA19468')",22.872677,NA19379_NA19379,NA19468_NA19468
"('NA19451_NA19451', 'NA19467_NA19467')",22.865673,NA19451_NA19451,NA19467_NA19467
"('NA19456_NA19456', 'NA19467_NA19467')",22.864841000000002,NA19456_NA19456,NA19467_NA19467
"('NA19377_NA19377', 'NA19434_NA19434')",22.856005,NA19377_NA19377,NA19434_NA19434
"('NA19382_NA19382', 'NA19397_NA19397')",22.854994,NA19382_NA19382,NA19397_NA19397
"('NA19044_NA19044', 'NA19321_NA19321')",22.851806,NA19044_NA19044,NA19321_NA19321
"('NA19359_NA19359', 'NA19470_NA19470')",22.843612,NA19359_NA19359,NA19470_NA19470
"('NA19334_NA19334', 'NA19449_NA19449')",22.819614,NA19334_NA19334,NA19449_NA19449
