IID1	IID2	PI_HAT	relationship
NA19315	NA19456	0.0427	unrelated
NA19315	NA19457	0.0444	unrelated
NA19315	NA19461	0.0414	unrelated
NA19315	NA19462	0.0423	unrelated
NA19315	NA19463	0.0397	unrelated
NA19315	NA19466	0.0389	unrelated
NA19315	NA19467	0.0389	unrelated
NA19315	NA19468	0.0385	unrelated
NA19315	NA19469	0.0395	unrelated
NA19315	NA19470	0.04	unrelated
NA19315	NA19471	0.0401	unrelated
NA19315	NA19472	0.0366	unrelated
NA19315	NA19473	0.0442	unrelated
NA19315	NA19474	0.0435	unrelated
NA19316	NA19317	0.0461	unrelated
NA19316	NA19318	0.0452	unrelated
NA19316	NA19319	0.05	unrelated
NA19316	NA19321	0.0445	unrelated
NA19316	NA19324	0.0449	unrelated
NA19316	NA19327	0.0429	unrelated
NA19316	NA19328	0.0448	unrelated
NA19316	NA19331	0.0448	unrelated
NA19316	NA19332	0.0362	unrelated
NA19316	NA19334	0.0439	unrelated
NA19316	NA19338	0.0451	unrelated
NA19316	NA19346	0.0419	unrelated
NA19316	NA19347	0.0459	unrelated
NA19316	NA19350	0.0411	unrelated
NA19316	NA19351	0.0461	unrelated
NA19316	NA19352	0.0445	unrelated
NA19316	NA19355	0.0568	unrelated
NA19316	NA19359	0.0488	unrelated
NA19316	NA19360	0.0494	unrelated
NA19316	NA19371	0.0468	unrelated
NA19316	NA19372	0.048	unrelated
NA19316	NA19373	0.044	unrelated
NA19316	NA19374	0.0448	unrelated
NA19316	NA19375	0.0466	unrelated
NA19316	NA19376	0.0481	unrelated
NA19316	NA19377	0.0426	unrelated
NA19316	NA19379	0.0476	unrelated
NA19316	NA19380	0.0409	unrelated
NA19316	NA19381	0.0376	unrelated
NA19316	NA19382	0.0397	unrelated
NA19316	NA19383	0.042	unrelated
NA19316	NA19384	0.0517	unrelated
NA19316	NA19385	0.04	unrelated
NA19316	NA19390	0.0483	unrelated
NA19316	NA19391	0.0498	unrelated
NA19316	NA19393	0.0451	unrelated
NA19316	NA19394	0.0464	unrelated
NA19316	NA19395	0.0461	unrelated
NA19316	NA19396	0.0458	unrelated
NA19316	NA19397	0.044	unrelated
NA19316	NA19398	0.0467	unrelated
NA19316	NA19399	0.0438	unrelated
NA19316	NA19401	0.0418	unrelated
NA19316	NA19403	0.0353	unrelated
NA19316	NA19404	0.0403	unrelated
NA19316	NA19428	0.0474	unrelated
NA19316	NA19429	0.0438	unrelated
NA19316	NA19430	0.0435	unrelated
NA19316	NA19431	0.0459	unrelated
NA19316	NA19434	0.0613	unrelated
NA19316	NA19435	0.041	unrelated
NA19316	NA19436	0.0523	unrelated
NA19316	NA19437	0.0393	unrelated
NA19316	NA19438	0.0448	unrelated
NA19316	NA19439	0.0436	unrelated
NA19316	NA19440	0.0451	unrelated
NA19316	NA19443	0.0431	unrelated
NA19316	NA19444	0.059	unrelated
NA19316	NA19445	0.0401	unrelated
NA19316	NA19446	0.047	unrelated
NA19316	NA19448	0.0435	unrelated
NA19316	NA19449	0.0461	unrelated
NA19316	NA19451	0.0486	unrelated
NA19316	NA19452	0.0437	unrelated
NA19316	NA19453	0.0438	unrelated
NA19316	NA19455	0.0438	unrelated
NA19316	NA19456	0.0402	unrelated
NA19316	NA19457	0.0441	unrelated
NA19316	NA19461	0.0488	unrelated
NA19316	NA19462	0.048	unrelated
NA19316	NA19463	0.045	unrelated
NA19316	NA19466	0.0454	unrelated
NA19316	NA19467	0.0512	unrelated
NA19316	NA19468	0.0498	unrelated
NA19316	NA19469	0.0418	unrelated
NA19316	NA19470	0.0412	unrelated
NA19316	NA19471	0.0414	unrelated
NA19316	NA19472	0.0405	unrelated
NA19316	NA19473	0.0456	unrelated
NA19316	NA19474	0.0377	unrelated
NA19317	NA19318	0.0597	unrelated
NA19317	NA19319	0.0442	unrelated
NA19317	NA19321	0.0452	unrelated
NA19317	NA19324	0.046	unrelated
NA19317	NA19327	0.0394	unrelated
NA19317	NA19328	0.049	unrelated
NA19317	NA19331	0.0465	unrelated
NA19317	NA19332	0.0428	unrelated
NA19317	NA19334	0.0432	unrelated
NA19317	NA19338	0.044	unrelated
NA19317	NA19346	0.0465	unrelated
NA19317	NA19347	0.0609	unrelated
NA19317	NA19350	0.0413	unrelated
NA19317	NA19351	0.0453	unrelated
NA19317	NA19352	0.0744	unrelated
NA19317	NA19355	0.0453	unrelated
NA19317	NA19359	0.0434	unrelated
NA19317	NA19360	0.0435	unrelated
NA19317	NA19371	0.0453	unrelated
NA19317	NA19372	0.0406	unrelated
NA19317	NA19373	0.0464	unrelated
NA19317	NA19374	0.0424	unrelated
NA19317	NA19375	0.0445	unrelated
NA19317	NA19376	0.1089	unrelated
NA19317	NA19377	0.0429	unrelated
NA19317	NA19379	0.0503	unrelated
NA19317	NA19380	0.0444	unrelated
NA19317	NA19381	0.0458	unrelated
NA19317	NA19382	0.0398	unrelated
NA19317	NA19383	0.0482	unrelated
NA19317	NA19384	0.0512	unrelated
NA19317	NA19385	0.0409	unrelated
NA19317	NA19390	0.044	unrelated
NA19317	NA19391	0.0459	unrelated
NA19317	NA19393	0.044	unrelated
NA19317	NA19394	0.0449	unrelated
NA19317	NA19395	0.0457	unrelated
NA19317	NA19396	0.0473	unrelated
NA19317	NA19397	0.0525	unrelated
NA19317	NA19398	0.052	unrelated
NA19317	NA19399	0.0506	unrelated
NA19317	NA19401	0.0464	unrelated
NA19317	NA19403	0.0416	unrelated
NA19317	NA19404	0.0479	unrelated
NA19317	NA19428	0.0454	unrelated
NA19317	NA19429	0.0495	unrelated
NA19317	NA19430	0.0425	unrelated
NA19317	NA19431	0.0458	unrelated
NA19317	NA19434	0.0431	unrelated
NA19317	NA19435	0.0395	unrelated
NA19317	NA19436	0.0521	unrelated
NA19317	NA19437	0.0409	unrelated
NA19317	NA19438	0.046	unrelated
NA19317	NA19439	0.0451	unrelated
NA19317	NA19440	0.0513	unrelated
NA19317	NA19443	0.0452	unrelated
NA19317	NA19444	0.0466	unrelated
NA19317	NA19445	0.0467	unrelated
NA19317	NA19446	0.0427	unrelated
NA19317	NA19448	0.0432	unrelated
NA19317	NA19449	0.0454	unrelated
NA19317	NA19451	0.0461	unrelated
NA19317	NA19452	0.0428	unrelated
NA19317	NA19453	0.0499	unrelated
NA19317	NA19455	0.0422	unrelated
NA19317	NA19456	0.0426	unrelated
NA19317	NA19457	0.0474	unrelated
NA19317	NA19461	0.0435	unrelated
NA19317	NA19462	0.0442	unrelated
NA19317	NA19463	0.0441	unrelated
NA19317	NA19466	0.0446	unrelated
NA19317	NA19467	0.0438	unrelated
NA19317	NA19468	0.046	unrelated
NA19317	NA19469	0.0452	unrelated
NA19317	NA19470	0.0461	unrelated
NA19317	NA19471	0.046	unrelated
NA19317	NA19472	0.0438	unrelated
NA19317	NA19473	0.0396	unrelated
NA19317	NA19474	0.0438	unrelated
NA19318	NA19319	0.0451	unrelated
NA19318	NA19321	0.0411	unrelated
NA19318	NA19324	0.0448	unrelated
NA19318	NA19327	0.0385	unrelated
NA19318	NA19328	0.0487	unrelated
NA19318	NA19331	0.0458	unrelated
NA19318	NA19332	0.0448	unrelated
NA19318	NA19334	0.0448	unrelated
NA19318	NA19338	0.0473	unrelated
NA19318	NA19346	0.0503	unrelated
NA19318	NA19347	0.0681	unrelated
NA19318	NA19350	0.0432	unrelated
NA19318	NA19351	0.0443	unrelated
NA19318	NA19352	0.0796	unrelated
NA19318	NA19355	0.0419	unrelated
NA19318	NA19359	0.0853	unrelated
NA19318	NA19360	0.0472	unrelated
NA19318	NA19371	0.0454	unrelated
NA19318	NA19372	0.047	unrelated
NA19318	NA19373	0.049	unrelated
NA19318	NA19374	0.0505	unrelated
NA19318	NA19375	0.0476	unrelated
NA19318	NA19376	0.0898	unrelated
NA19318	NA19377	0.0458	unrelated
NA19318	NA19379	0.0428	unrelated
NA19318	NA19380	0.0469	unrelated
NA19318	NA19381	0.0443	unrelated
NA19318	NA19382	0.0466	unrelated
NA19318	NA19383	0.0455	unrelated
NA19318	NA19384	0.0555	unrelated
NA19318	NA19385	0.0425	unrelated
NA19318	NA19390	0.0452	unrelated
NA19318	NA19391	0.0455	unrelated
NA19318	NA19393	0.0439	unrelated
NA19318	NA19394	0.0413	unrelated
NA19318	NA19395	0.0465	unrelated
NA19318	NA19396	0.0505	unrelated
NA19318	NA19397	0.0435	unrelated
NA19318	NA19398	0.0475	unrelated
NA19318	NA19399	0.0474	unrelated
NA19318	NA19401	0.0445	unrelated
NA19318	NA19403	0.0397	unrelated
NA19318	NA19404	0.0468	unrelated
NA19318	NA19428	0.0488	unrelated
NA19318	NA19429	0.0437	unrelated
NA19318	NA19430	0.0437	unrelated
NA19318	NA19431	0.0445	unrelated
NA19318	NA19434	0.0445	unrelated
NA19318	NA19435	0.0413	unrelated
NA19318	NA19436	0.0478	unrelated
NA19318	NA19437	0.0464	unrelated
NA19318	NA19438	0.0427	unrelated
NA19318	NA19439	0.0472	unrelated
NA19318	NA19440	0.0479	unrelated
NA19318	NA19443	0.0443	unrelated
NA19318	NA19444	0.042	unrelated
NA19318	NA19445	0.0425	unrelated
NA19318	NA19446	0.0413	unrelated
NA19318	NA19448	0.0449	unrelated
NA19318	NA19449	0.0412	unrelated
NA19318	NA19451	0.0455	unrelated
NA19318	NA19452	0.0384	unrelated
NA19318	NA19453	0.0439	unrelated
NA19318	NA19455	0.0444	unrelated
NA19318	NA19456	0.0483	unrelated
NA19318	NA19457	0.0514	unrelated
NA19318	NA19461	0.042	unrelated
NA19318	NA19462	0.047	unrelated
NA19318	NA19463	0.044	unrelated
NA19318	NA19466	0.0384	unrelated
NA19318	NA19467	0.054	unrelated
NA19318	NA19468	0.0429	unrelated
NA19318	NA19469	0.0455	unrelated
NA19318	NA19470	0.045	unrelated
NA19318	NA19471	0.0746	unrelated
NA19318	NA19472	0.0418	unrelated
NA19318	NA19473	0.0549	unrelated
NA19318	NA19474	0.0442	unrelated
NA19319	NA19321	0.0404	unrelated
NA19319	NA19324	0.0415	unrelated
NA19319	NA19327	0.0357	unrelated
NA19319	NA19328	0.0495	unrelated
NA19319	NA19331	0.044	unrelated
NA19319	NA19332	0.0415	unrelated
NA19319	NA19334	0.044	unrelated
NA19319	NA19338	0.0484	unrelated
NA19319	NA19346	0.0485	unrelated
NA19319	NA19347	0.0417	unrelated
NA19319	NA19350	0.0421	unrelated
NA19319	NA19351	0.0489	unrelated
NA19319	NA19352	0.0434	unrelated
NA19319	NA19355	0.0476	unrelated
NA19319	NA19359	0.0486	unrelated
NA19319	NA19360	0.0473	unrelated
NA19319	NA19371	0.0451	unrelated
NA19319	NA19372	0.0462	unrelated
NA19319	NA19373	0.0531	unrelated
NA19319	NA19374	0.0479	unrelated
NA19319	NA19375	0.0428	unrelated
NA19319	NA19376	0.0478	unrelated
NA19319	NA19377	0.0443	unrelated
NA19319	NA19379	0.0408	unrelated
NA19319	NA19380	0.0364	unrelated
NA19319	NA19381	0.0419	unrelated
NA19319	NA19382	0.0422	unrelated
NA19319	NA19383	0.0467	unrelated
NA19319	NA19384	0.0457	unrelated
NA19319	NA19385	0.0391	unrelated
NA19319	NA19390	0.0471	unrelated
NA19319	NA19391	0.0476	unrelated
NA19319	NA19393	0.0471	unrelated
NA19319	NA19394	0.0496	unrelated
NA19319	NA19395	0.0432	unrelated
NA19319	NA19396	0.0496	unrelated
NA19319	NA19397	0.0454	unrelated
NA19319	NA19398	0.0427	unrelated
NA19319	NA19399	0.0429	unrelated
NA19319	NA19401	0.0375	unrelated
NA19319	NA19403	0.038	unrelated
NA19319	NA19404	0.0454	unrelated
NA19319	NA19428	0.0434	unrelated
NA19319	NA19429	0.0422	unrelated
NA19319	NA19430	0.0491	unrelated
NA19319	NA19431	0.0458	unrelated
NA19319	NA19434	0.0458	unrelated
NA19319	NA19435	0.0397	unrelated
NA19319	NA19436	0.0442	unrelated
NA19319	NA19437	0.0439	unrelated
NA19319	NA19438	0.0491	unrelated
NA19319	NA19439	0.0472	unrelated
NA19319	NA19440	0.0417	unrelated
NA19319	NA19443	0.0429	unrelated
NA19319	NA19444	0.0459	unrelated
NA19319	NA19445	0.0437	unrelated
NA19319	NA19446	0.0443	unrelated
NA19319	NA19448	0.0448	unrelated
NA19319	NA19449	0.0437	unrelated
NA19319	NA19451	0.047	unrelated
NA19319	NA19452	0.0391	unrelated
NA19319	NA19453	0.0468	unrelated
NA19319	NA19455	0.0479	unrelated
NA19319	NA19456	0.0457	unrelated
NA19319	NA19457	0.0444	unrelated
NA19319	NA19461	0.0432	unrelated
NA19319	NA19462	0.0433	unrelated
NA19319	NA19463	0.0418	unrelated
NA19319	NA19466	0.0476	unrelated
NA19319	NA19467	0.0445	unrelated
NA19319	NA19468	0.0386	unrelated
NA19319	NA19469	0.0426	unrelated
NA19319	NA19470	0.0406	unrelated
NA19319	NA19471	0.041	unrelated
NA19319	NA19472	0.0365	unrelated
NA19319	NA19473	0.0499	unrelated
NA19319	NA19474	0.04	unrelated
NA19321	NA19324	0.0447	unrelated
NA19321	NA19327	0.0388	unrelated
NA19321	NA19328	0.0501	unrelated
NA19321	NA19331	0.0517	unrelated
NA19321	NA19332	0.0395	unrelated
NA19321	NA19334	0.0496	unrelated
NA19321	NA19338	0.0473	unrelated
NA19321	NA19346	0.0386	unrelated
NA19321	NA19347	0.0449	unrelated
NA19321	NA19350	0.0426	unrelated
NA19321	NA19351	0.0468	unrelated
NA19321	NA19352	0.0473	unrelated
NA19321	NA19355	0.038	unrelated
NA19321	NA19359	0.0486	unrelated
NA19321	NA19360	0.0471	unrelated
NA19321	NA19371	0.0375	unrelated
NA19321	NA19372	0.0401	unrelated
NA19321	NA19373	0.0449	unrelated
NA19321	NA19374	0.0466	unrelated
NA19321	NA19375	0.0422	unrelated
NA19321	NA19376	0.0506	unrelated
NA19321	NA19377	0.0421	unrelated
NA19321	NA19379	0.0477	unrelated
NA19321	NA19380	0.0426	unrelated
NA19321	NA19381	0.0402	unrelated
NA19321	NA19382	0.0417	unrelated
NA19321	NA19383	0.0487	unrelated
NA19321	NA19384	0.0475	unrelated
NA19321	NA19385	0.0403	unrelated
NA19321	NA19390	0.0482	unrelated
NA19321	NA19391	0.0514	unrelated
NA19321	NA19393	0.0406	unrelated
NA19321	NA19394	0.05	unrelated
NA19321	NA19395	0.0443	unrelated
NA19321	NA19396	0.046	unrelated
NA19321	NA19397	0.0471	unrelated
NA19321	NA19398	0.0411	unrelated
NA19321	NA19399	0.0403	unrelated
NA19321	NA19401	0.0392	unrelated
NA19321	NA19403	0.0386	unrelated
NA19321	NA19404	0.0445	unrelated
NA19321	NA19428	0.0456	unrelated
NA19321	NA19429	0.0404	unrelated
NA19321	NA19430	0.0423	unrelated
NA19321	NA19431	0.0456	unrelated
NA19321	NA19434	0.041	unrelated
NA19321	NA19435	0.0408	unrelated
NA19321	NA19436	0.0472	unrelated
NA19321	NA19437	0.0358	unrelated
NA19321	NA19438	0.046	unrelated
NA19321	NA19439	0.0482	unrelated
NA19321	NA19440	0.043	unrelated
NA19321	NA19443	0.0472	unrelated
NA19321	NA19444	0.0396	unrelated
NA19321	NA19445	0.0409	unrelated
NA19321	NA19446	0.0461	unrelated
NA19321	NA19448	0.0426	unrelated
NA19321	NA19449	0.044	unrelated
NA19321	NA19451	0.0434	unrelated
NA19321	NA19452	0.0396	unrelated
NA19321	NA19453	0.0419	unrelated
NA19321	NA19455	0.0498	unrelated
NA19321	NA19456	0.0465	unrelated
NA19321	NA19457	0.0418	unrelated
NA19321	NA19461	0.0468	unrelated
NA19321	NA19462	0.0532	unrelated
NA19321	NA19463	0.0474	unrelated
NA19321	NA19466	0.0461	unrelated
NA19321	NA19467	0.0441	unrelated
NA19321	NA19468	0.0394	unrelated
NA19321	NA19469	0.0433	unrelated
NA19321	NA19470	0.0448	unrelated
NA19321	NA19471	0.041	unrelated
NA19321	NA19472	0.0439	unrelated
NA19321	NA19473	0.0489	unrelated
NA19321	NA19474	0.045	unrelated
NA19324	NA19327	0.0422	unrelated
NA19324	NA19328	0.0522	unrelated
NA19324	NA19331	0.0446	unrelated
NA19324	NA19332	0.0393	unrelated
NA19324	NA19334	0.0461	unrelated
NA19324	NA19338	0.0496	unrelated
NA19324	NA19346	0.0473	unrelated
NA19324	NA19347	0.0479	unrelated
NA19324	NA19350	0.0447	unrelated
NA19324	NA19351	0.0462	unrelated
NA19324	NA19352	0.0401	unrelated
NA19324	NA19355	0.0401	unrelated
NA19324	NA19359	0.0461	unrelated
NA19324	NA19360	0.0453	unrelated
NA19324	NA19371	0.0441	unrelated
NA19324	NA19372	0.0405	unrelated
NA19324	NA19373	0.0464	unrelated
NA19324	NA19374	0.0401	unrelated
NA19324	NA19375	0.0437	unrelated
NA19324	NA19376	0.0439	unrelated
NA19324	NA19377	0.0417	unrelated
NA19324	NA19379	0.0447	unrelated
NA19324	NA19380	0.0439	unrelated
NA19324	NA19381	0.0434	unrelated
NA19324	NA19382	0.0406	unrelated
NA19324	NA19383	0.0467	unrelated
NA19324	NA19384	0.0471	unrelated
NA19324	NA19385	0.0364	unrelated
NA19324	NA19390	0.038	unrelated
NA19324	NA19391	0.0517	unrelated
NA19324	NA19393	0.0408	unrelated
NA19324	NA19394	0.0443	unrelated
NA19324	NA19395	0.0424	unrelated
NA19324	NA19396	0.0432	unrelated
NA19324	NA19397	0.0459	unrelated
NA19324	NA19398	0.0444	unrelated
NA19324	NA19399	0.0481	unrelated
NA19324	NA19401	0.0421	unrelated
NA19324	NA19403	0.0411	unrelated
NA19324	NA19404	0.0449	unrelated
NA19324	NA19428	0.0482	unrelated
NA19324	NA19429	0.0376	unrelated
NA19324	NA19430	0.0446	unrelated
NA19324	NA19431	0.0552	unrelated
NA19324	NA19434	0.0421	unrelated
NA19324	NA19435	0.0424	unrelated
NA19324	NA19436	0.0413	unrelated
NA19324	NA19437	0.0373	unrelated
NA19324	NA19438	0.0438	unrelated
NA19324	NA19439	0.046	unrelated
NA19324	NA19440	0.0454	unrelated
NA19324	NA19443	0.0411	unrelated
NA19324	NA19444	0.041	unrelated
NA19324	NA19445	0.04	unrelated
NA19324	NA19446	0.0495	unrelated
NA19324	NA19448	0.044	unrelated
NA19324	NA19449	0.042	unrelated
NA19324	NA19451	0.0422	unrelated
NA19324	NA19452	0.0388	unrelated
NA19324	NA19453	0.0435	unrelated
NA19324	NA19455	0.0426	unrelated
NA19324	NA19456	0.0448	unrelated
NA19324	NA19457	0.0467	unrelated
NA19324	NA19461	0.036	unrelated
NA19324	NA19462	0.0429	unrelated
NA19324	NA19463	0.0404	unrelated
NA19324	NA19466	0.0386	unrelated
NA19324	NA19467	0.0402	unrelated
NA19324	NA19468	0.0396	unrelated
NA19324	NA19469	0.04	unrelated
NA19324	NA19470	0.0374	unrelated
NA19324	NA19471	0.0401	unrelated
NA19324	NA19472	0.0394	unrelated
NA19324	NA19473	0.0445	unrelated
NA19324	NA19474	0.0439	unrelated
NA19327	NA19328	0.0467	unrelated
NA19327	NA19331	0.0457	unrelated
NA19327	NA19332	0.042	unrelated
NA19327	NA19334	0.045	unrelated
NA19327	NA19338	0.0506	unrelated
NA19327	NA19346	0.0416	unrelated
NA19327	NA19347	0.039	unrelated
NA19327	NA19350	0.0393	unrelated
NA19327	NA19351	0.0377	unrelated
NA19327	NA19352	0.0458	unrelated
NA19327	NA19355	0.0388	unrelated
NA19327	NA19359	0.0412	unrelated
NA19327	NA19360	0.0425	unrelated
NA19327	NA19371	0.0398	unrelated
NA19327	NA19372	0.0431	unrelated
NA19327	NA19373	0.0489	unrelated
NA19327	NA19374	0.0434	unrelated
NA19327	NA19375	0.0428	unrelated
NA19327	NA19376	0.0465	unrelated
NA19327	NA19377	0.043	unrelated
NA19327	NA19379	0.0401	unrelated
NA19327	NA19380	0.0401	unrelated
NA19327	NA19381	0.0391	unrelated
NA19327	NA19382	0.0476	unrelated
NA19327	NA19383	0.0406	unrelated
NA19327	NA19384	0.0462	unrelated
NA19327	NA19385	0.0338	unrelated
NA19327	NA19390	0.0388	unrelated
NA19327	NA19391	0.0413	unrelated
NA19327	NA19393	0.0428	unrelated
NA19327	NA19394	0.0395	unrelated
NA19327	NA19395	0.0397	unrelated
NA19327	NA19396	0.051	unrelated
NA19327	NA19397	0.0458	unrelated
NA19327	NA19398	0.0404	unrelated
NA19327	NA19399	0.0381	unrelated
NA19327	NA19401	0.0401	unrelated
NA19327	NA19403	0.0341	unrelated
NA19327	NA19404	0.0429	unrelated
NA19327	NA19428	0.0416	unrelated
NA19327	NA19429	0.0362	unrelated
NA19327	NA19430	0.0405	unrelated
NA19327	NA19431	0.0425	unrelated
NA19327	NA19434	0.037	unrelated
NA19327	NA19435	0.0394	unrelated
NA19327	NA19436	0.0366	unrelated
NA19327	NA19437	0.041	unrelated
NA19327	NA19438	0.0421	unrelated
NA19327	NA19439	0.0433	unrelated
NA19327	NA19440	0.0444	unrelated
NA19327	NA19443	0.0421	unrelated
NA19327	NA19444	0.037	unrelated
NA19327	NA19445	0.0409	unrelated
NA19327	NA19446	0.0379	unrelated
NA19327	NA19448	0.0412	unrelated
NA19327	NA19449	0.0374	unrelated
NA19327	NA19451	0.0424	unrelated
NA19327	NA19452	0.0363	unrelated
NA19327	NA19453	0.0448	unrelated
NA19327	NA19455	0.0435	unrelated
NA19327	NA19456	0.0475	unrelated
NA19327	NA19457	0.0422	unrelated
NA19327	NA19461	0.0404	unrelated
NA19327	NA19462	0.0405	unrelated
NA19327	NA19463	0.0392	unrelated
NA19327	NA19466	0.0465	unrelated
NA19327	NA19467	0.038	unrelated
NA19327	NA19468	0.0386	unrelated
NA19327	NA19469	0.0429	unrelated
NA19327	NA19470	0.0433	unrelated
NA19327	NA19471	0.042	unrelated
NA19327	NA19472	0.0339	unrelated
NA19327	NA19473	0.042	unrelated
NA19327	NA19474	0.0474	unrelated
NA19328	NA19331	0.0496	unrelated
NA19328	NA19332	0.0459	unrelated
NA19328	NA19334	0.0463	unrelated
NA19328	NA19338	0.0508	unrelated
NA19328	NA19346	0.0558	unrelated
NA19328	NA19347	0.0465	unrelated
NA19328	NA19350	0.0509	unrelated
NA19328	NA19351	0.0529	unrelated
NA19328	NA19352	0.0477	unrelated
NA19328	NA19355	0.0529	unrelated
NA19328	NA19359	0.0527	unrelated
NA19328	NA19360	0.054	unrelated
NA19328	NA19371	0.0482	unrelated
NA19328	NA19372	0.0508	unrelated
NA19328	NA19373	0.0502	unrelated
NA19328	NA19374	0.0486	unrelated
NA19328	NA19375	0.0	unrelated
NA19328	NA19376	0.0541	unrelated
NA19328	NA19377	0.0512	unrelated
NA19328	NA19379	0.056	unrelated
NA19328	NA19380	0.0483	unrelated
NA19328	NA19381	0.0	unrelated
NA19328	NA19382	0.0515	unrelated
NA19328	NA19383	0.0549	unrelated
NA19328	NA19384	0.0547	unrelated
NA19328	NA19385	0.0422	unrelated
NA19328	NA19390	0.0521	unrelated
NA19328	NA19391	0.0531	unrelated
NA19328	NA19393	0.0522	unrelated
NA19328	NA19394	0.0482	unrelated
NA19328	NA19395	0.0532	unrelated
NA19328	NA19396	0.0535	unrelated
NA19328	NA19397	0.0554	unrelated
NA19328	NA19398	0.0509	unrelated
NA19328	NA19399	0.0521	unrelated
NA19328	NA19401	0.0551	unrelated
NA19328	NA19403	0.0483	unrelated
NA19328	NA19404	0.0535	unrelated
NA19328	NA19428	0.0493	unrelated
NA19328	NA19429	0.0457	unrelated
NA19328	NA19430	0.0461	unrelated
NA19328	NA19431	0.0555	unrelated
NA19328	NA19434	0.0	unrelated
NA19328	NA19435	0.0431	unrelated
NA19328	NA19436	0.0444	unrelated
NA19328	NA19437	0.0503	unrelated
NA19328	NA19438	0.0525	unrelated
NA19328	NA19439	0.0468	unrelated
NA19328	NA19440	0.053	unrelated
NA19328	NA19443	0.0496	unrelated
NA19328	NA19444	0.0514	unrelated
NA19328	NA19445	0.0	unrelated
NA19328	NA19446	0.0528	unrelated
NA19328	NA19448	0.0517	unrelated
NA19328	NA19449	0.0515	unrelated
NA19328	NA19451	0.0535	unrelated
NA19328	NA19452	0.0502	unrelated
NA19328	NA19453	0.0534	unrelated
NA19328	NA19455	0.046	unrelated
NA19328	NA19456	0.0477	unrelated
NA19328	NA19457	0.0539	unrelated
NA19328	NA19461	0.0475	unrelated
NA19328	NA19462	0.0521	unrelated
NA19328	NA19463	0.0467	unrelated
NA19328	NA19466	0.0424	unrelated
NA19328	NA19467	0.0454	unrelated
NA19328	NA19468	0.048	unrelated
NA19328	NA19469	0.0459	unrelated
NA19328	NA19470	0.0484	unrelated
NA19328	NA19471	0.0506	unrelated
NA19328	NA19472	0.0	unrelated
NA19328	NA19473	0.0498	unrelated
NA19328	NA19474	0.0528	unrelated
NA19331	NA19332	0.0416	unrelated
NA19331	NA19334	0.4881	related
NA19331	NA19338	0.0458	unrelated
NA19331	NA19346	0.0435	unrelated
NA19331	NA19347	0.0427	unrelated
NA19331	NA19350	0.0417	unrelated
NA19331	NA19351	0.0445	unrelated
NA19331	NA19352	0.042	unrelated
NA19331	NA19355	0.0418	unrelated
NA19331	NA19359	0.0472	unrelated
NA19331	NA19360	0.0707	unrelated
NA19331	NA19371	0.0406	unrelated
NA19331	NA19372	0.0419	unrelated
NA19331	NA19373	0.0434	unrelated
NA19331	NA19374	0.0389	unrelated
NA19331	NA19375	0.0412	unrelated
NA19331	NA19376	0.0496	unrelated
NA19331	NA19377	0.0477	unrelated
NA19331	NA19379	0.0487	unrelated
NA19331	NA19380	0.0416	unrelated
NA19331	NA19381	0.0398	unrelated
NA19331	NA19382	0.0421	unrelated
NA19331	NA19383	0.0483	unrelated
NA19331	NA19384	0.0485	unrelated
NA19331	NA19385	0.0424	unrelated
NA19331	NA19390	0.0399	unrelated
NA19331	NA19391	0.0515	unrelated
NA19331	NA19393	0.0452	unrelated
NA19331	NA19394	0.042	unrelated
NA19331	NA19395	0.0423	unrelated
NA19331	NA19396	0.0462	unrelated
NA19331	NA19397	0.041	unrelated
NA19331	NA19398	0.0494	unrelated
NA19331	NA19399	0.0408	unrelated
NA19331	NA19401	0.0424	unrelated
NA19331	NA19403	0.0362	unrelated
NA19331	NA19404	0.0444	unrelated
NA19331	NA19428	0.0417	unrelated
NA19331	NA19429	0.0491	unrelated
NA19331	NA19430	0.0501	unrelated
NA19331	NA19431	0.0409	unrelated
NA19331	NA19434	0.0412	unrelated
NA19331	NA19435	0.0426	unrelated
NA19331	NA19436	0.0425	unrelated
NA19331	NA19437	0.0409	unrelated
NA19331	NA19438	0.0453	unrelated
NA19331	NA19439	0.0435	unrelated
NA19331	NA19440	0.0461	unrelated
NA19331	NA19443	0.0449	unrelated
NA19331	NA19444	0.0423	unrelated
NA19331	NA19445	0.0395	unrelated
NA19331	NA19446	0.0445	unrelated
NA19331	NA19448	0.0384	unrelated
NA19331	NA19449	0.0419	unrelated
NA19331	NA19451	0.0477	unrelated
NA19331	NA19452	0.0407	unrelated
NA19331	NA19453	0.0368	unrelated
NA19331	NA19455	0.0435	unrelated
NA19331	NA19456	0.0433	unrelated
NA19331	NA19457	0.0446	unrelated
NA19331	NA19461	0.0406	unrelated
NA19331	NA19462	0.0484	unrelated
NA19331	NA19463	0.041	unrelated
NA19331	NA19466	0.0393	unrelated
NA19331	NA19467	0.0393	unrelated
NA19331	NA19468	0.0421	unrelated
NA19331	NA19469	0.0485	unrelated
NA19331	NA19470	0.0428	unrelated
NA19331	NA19471	0.0427	unrelated
NA19331	NA19472	0.0444	unrelated
NA19331	NA19473	0.048	unrelated
NA19331	NA19474	0.0431	unrelated
NA19332	NA19334	0.0434	unrelated
NA19332	NA19338	0.0454	unrelated
NA19332	NA19346	0.047	unrelated
NA19332	NA19347	0.0402	unrelated
NA19332	NA19350	0.0485	unrelated
