IID1	IID2	PI_HAT	relationship
NA19360	NA19451	0.0447	unrelated
NA19360	NA19452	0.0476	unrelated
NA19360	NA19453	0.0483	unrelated
NA19360	NA19455	0.0508	unrelated
NA19360	NA19456	0.0458	unrelated
NA19360	NA19457	0.0408	unrelated
NA19360	NA19461	0.0404	unrelated
NA19360	NA19462	0.0445	unrelated
NA19360	NA19463	0.046	unrelated
NA19360	NA19466	0.0472	unrelated
NA19360	NA19467	0.0466	unrelated
NA19360	NA19468	0.0466	unrelated
NA19360	NA19469	0.0444	unrelated
NA19360	NA19470	0.0469	unrelated
NA19360	NA19471	0.044	unrelated
NA19360	NA19472	0.042	unrelated
NA19360	NA19473	0.0416	unrelated
NA19360	NA19474	0.043	unrelated
NA19371	NA19372	0.0398	unrelated
NA19371	NA19373	0.0429	unrelated
NA19371	NA19374	0.0434	unrelated
NA19371	NA19375	0.0466	unrelated
NA19371	NA19376	0.0448	unrelated
NA19371	NA19377	0.0444	unrelated
NA19371	NA19379	0.0442	unrelated
NA19371	NA19380	0.0407	unrelated
NA19371	NA19381	0.0433	unrelated
NA19371	NA19382	0.042	unrelated
NA19371	NA19383	0.0478	unrelated
NA19371	NA19384	0.0489	unrelated
NA19371	NA19385	0.0414	unrelated
NA19371	NA19390	0.0469	unrelated
NA19371	NA19391	0.0514	unrelated
NA19371	NA19393	0.0471	unrelated
NA19371	NA19394	0.0377	unrelated
NA19371	NA19395	0.045	unrelated
NA19371	NA19396	0.0434	unrelated
NA19371	NA19397	0.0463	unrelated
NA19371	NA19398	0.0411	unrelated
NA19371	NA19399	0.0459	unrelated
NA19371	NA19401	0.0435	unrelated
NA19371	NA19403	0.0367	unrelated
NA19371	NA19404	0.0424	unrelated
NA19371	NA19428	0.0477	unrelated
NA19371	NA19429	0.0409	unrelated
NA19371	NA19430	0.0406	unrelated
NA19371	NA19431	0.0474	unrelated
NA19371	NA19434	0.0441	unrelated
NA19371	NA19435	0.0444	unrelated
NA19371	NA19436	0.0455	unrelated
NA19371	NA19437	0.0419	unrelated
NA19371	NA19438	0.0453	unrelated
NA19371	NA19439	0.0413	unrelated
NA19371	NA19440	0.0431	unrelated
NA19371	NA19443	0.043	unrelated
NA19371	NA19444	0.0428	unrelated
NA19371	NA19445	0.0436	unrelated
NA19371	NA19446	0.0519	unrelated
NA19371	NA19448	0.0441	unrelated
NA19371	NA19449	0.0481	unrelated
NA19371	NA19451	0.048	unrelated
NA19371	NA19452	0.0447	unrelated
NA19371	NA19453	0.0464	unrelated
NA19371	NA19455	0.0388	unrelated
NA19371	NA19456	0.0415	unrelated
NA19371	NA19457	0.0404	unrelated
NA19371	NA19461	0.0417	unrelated
NA19371	NA19462	0.0477	unrelated
NA19371	NA19463	0.0412	unrelated
NA19371	NA19466	0.0432	unrelated
NA19371	NA19467	0.0371	unrelated
NA19371	NA19468	0.0446	unrelated
NA19371	NA19469	0.0421	unrelated
NA19371	NA19470	0.0411	unrelated
NA19371	NA19471	0.0451	unrelated
NA19371	NA19472	0.0397	unrelated
NA19371	NA19473	0.0362	unrelated
NA19371	NA19474	0.0424	unrelated
NA19372	NA19373	0.042	unrelated
NA19372	NA19374	0.0382	unrelated
NA19372	NA19375	0.0471	unrelated
NA19372	NA19376	0.0516	unrelated
NA19372	NA19377	0.0484	unrelated
NA19372	NA19379	0.048	unrelated
NA19372	NA19380	0.0404	unrelated
NA19372	NA19381	0.043	unrelated
NA19372	NA19382	0.042	unrelated
NA19372	NA19383	0.0484	unrelated
NA19372	NA19384	0.0473	unrelated
NA19372	NA19385	0.0421	unrelated
NA19372	NA19390	0.0467	unrelated
NA19372	NA19391	0.0453	unrelated
NA19372	NA19393	0.0454	unrelated
NA19372	NA19394	0.0433	unrelated
NA19372	NA19395	0.0389	unrelated
NA19372	NA19396	0.0439	unrelated
NA19372	NA19397	0.0458	unrelated
NA19372	NA19398	0.0448	unrelated
NA19372	NA19399	0.0423	unrelated
NA19372	NA19401	0.0411	unrelated
NA19372	NA19403	0.0417	unrelated
NA19372	NA19404	0.0498	unrelated
NA19372	NA19428	0.0444	unrelated
NA19372	NA19429	0.0416	unrelated
NA19372	NA19430	0.0444	unrelated
NA19372	NA19431	0.0442	unrelated
NA19372	NA19434	0.0467	unrelated
NA19372	NA19435	0.0374	unrelated
NA19372	NA19436	0.0415	unrelated
NA19372	NA19437	0.0386	unrelated
NA19372	NA19438	0.0509	unrelated
NA19372	NA19439	0.0458	unrelated
NA19372	NA19440	0.046	unrelated
NA19372	NA19443	0.0418	unrelated
NA19372	NA19444	0.0408	unrelated
NA19372	NA19445	0.0432	unrelated
NA19372	NA19446	0.0419	unrelated
NA19372	NA19448	0.041	unrelated
NA19372	NA19449	0.0399	unrelated
NA19372	NA19451	0.0432	unrelated
NA19372	NA19452	0.0392	unrelated
NA19372	NA19453	0.0433	unrelated
NA19372	NA19455	0.0454	unrelated
NA19372	NA19456	0.042	unrelated
NA19372	NA19457	0.0406	unrelated
NA19372	NA19461	0.0438	unrelated
NA19372	NA19462	0.0476	unrelated
NA19372	NA19463	0.0443	unrelated
NA19372	NA19466	0.0458	unrelated
NA19372	NA19467	0.0428	unrelated
NA19372	NA19468	0.0432	unrelated
NA19372	NA19469	0.0416	unrelated
NA19372	NA19470	0.0466	unrelated
NA19372	NA19471	0.0447	unrelated
NA19372	NA19472	0.0409	unrelated
NA19372	NA19473	0.0434	unrelated
NA19372	NA19474	0.0467	unrelated
NA19373	NA19374	0.5347	related
NA19373	NA19375	0.0424	unrelated
NA19373	NA19376	0.0549	unrelated
NA19373	NA19377	0.0457	unrelated
NA19373	NA19379	0.0452	unrelated
NA19373	NA19380	0.0436	unrelated
NA19373	NA19381	0.0438	unrelated
NA19373	NA19382	0.047	unrelated
NA19373	NA19383	0.0485	unrelated
NA19373	NA19384	0.0564	unrelated
NA19373	NA19385	0.0436	unrelated
NA19373	NA19390	0.0498	unrelated
NA19373	NA19391	0.0501	unrelated
NA19373	NA19393	0.05	unrelated
NA19373	NA19394	0.049	unrelated
NA19373	NA19395	0.0481	unrelated
NA19373	NA19396	0.044	unrelated
NA19373	NA19397	0.0462	unrelated
NA19373	NA19398	0.0454	unrelated
NA19373	NA19399	0.0469	unrelated
NA19373	NA19401	0.0433	unrelated
NA19373	NA19403	0.0406	unrelated
NA19373	NA19404	0.0482	unrelated
NA19373	NA19428	0.0488	unrelated
NA19373	NA19429	0.0467	unrelated
NA19373	NA19430	0.0444	unrelated
NA19373	NA19431	0.0493	unrelated
NA19373	NA19434	0.0479	unrelated
NA19373	NA19435	0.0399	unrelated
NA19373	NA19436	0.0528	unrelated
NA19373	NA19437	0.0385	unrelated
NA19373	NA19438	0.0485	unrelated
NA19373	NA19439	0.0542	unrelated
NA19373	NA19440	0.0469	unrelated
NA19373	NA19443	0.0402	unrelated
NA19373	NA19444	0.0501	unrelated
NA19373	NA19445	0.049	unrelated
NA19373	NA19446	0.0507	unrelated
NA19373	NA19448	0.0458	unrelated
NA19373	NA19449	0.0466	unrelated
NA19373	NA19451	0.0428	unrelated
NA19373	NA19452	0.0433	unrelated
NA19373	NA19453	0.0485	unrelated
NA19373	NA19455	0.0412	unrelated
NA19373	NA19456	0.0522	unrelated
NA19373	NA19457	0.0387	unrelated
NA19373	NA19461	0.0439	unrelated
NA19373	NA19462	0.0385	unrelated
NA19373	NA19463	0.0471	unrelated
NA19373	NA19466	0.054	unrelated
NA19373	NA19467	0.0389	unrelated
NA19373	NA19468	0.045	unrelated
NA19373	NA19469	0.0412	unrelated
NA19373	NA19470	0.0404	unrelated
NA19373	NA19471	0.045	unrelated
NA19373	NA19472	0.043	unrelated
NA19373	NA19473	0.0494	unrelated
NA19373	NA19474	0.0424	unrelated
NA19374	NA19375	0.0456	unrelated
NA19374	NA19376	0.0571	unrelated
NA19374	NA19377	0.0466	unrelated
NA19374	NA19379	0.0484	unrelated
NA19374	NA19380	0.0433	unrelated
NA19374	NA19381	0.0427	unrelated
NA19374	NA19382	0.0455	unrelated
NA19374	NA19383	0.0457	unrelated
NA19374	NA19384	0.0562	unrelated
NA19374	NA19385	0.0432	unrelated
NA19374	NA19390	0.048	unrelated
NA19374	NA19391	0.0458	unrelated
NA19374	NA19393	0.0434	unrelated
NA19374	NA19394	0.0447	unrelated
NA19374	NA19395	0.0457	unrelated
NA19374	NA19396	0.0448	unrelated
NA19374	NA19397	0.0429	unrelated
NA19374	NA19398	0.043	unrelated
NA19374	NA19399	0.0463	unrelated
NA19374	NA19401	0.041	unrelated
NA19374	NA19403	0.0448	unrelated
NA19374	NA19404	0.049	unrelated
NA19374	NA19428	0.0459	unrelated
NA19374	NA19429	0.0445	unrelated
NA19374	NA19430	0.0477	unrelated
NA19374	NA19431	0.0473	unrelated
NA19374	NA19434	0.0423	unrelated
NA19374	NA19435	0.0479	unrelated
NA19374	NA19436	0.0554	unrelated
NA19374	NA19437	0.0365	unrelated
NA19374	NA19438	0.0494	unrelated
NA19374	NA19439	0.047	unrelated
NA19374	NA19440	0.0448	unrelated
NA19374	NA19443	0.0394	unrelated
NA19374	NA19444	0.0471	unrelated
NA19374	NA19445	0.0474	unrelated
NA19374	NA19446	0.0502	unrelated
NA19374	NA19448	0.0401	unrelated
NA19374	NA19449	0.0501	unrelated
NA19374	NA19451	0.0406	unrelated
NA19374	NA19452	0.0403	unrelated
NA19374	NA19453	0.0402	unrelated
NA19374	NA19455	0.0409	unrelated
NA19374	NA19456	0.0526	unrelated
NA19374	NA19457	0.0412	unrelated
NA19374	NA19461	0.0365	unrelated
NA19374	NA19462	0.0445	unrelated
NA19374	NA19463	0.0393	unrelated
NA19374	NA19466	0.0492	unrelated
NA19374	NA19467	0.0427	unrelated
NA19374	NA19468	0.0491	unrelated
NA19374	NA19469	0.0379	unrelated
NA19374	NA19470	0.0396	unrelated
NA19374	NA19471	0.0385	unrelated
NA19374	NA19472	0.0379	unrelated
NA19374	NA19473	0.0517	unrelated
NA19374	NA19474	0.0418	unrelated
NA19375	NA19376	0.1104	unrelated
NA19375	NA19377	0.0453	unrelated
NA19375	NA19379	0.0452	unrelated
NA19375	NA19380	0.042	unrelated
NA19375	NA19381	0.0426	unrelated
NA19375	NA19382	0.0416	unrelated
NA19375	NA19383	0.0463	unrelated
NA19375	NA19384	0.0489	unrelated
NA19375	NA19385	0.0369	unrelated
NA19375	NA19390	0.0468	unrelated
NA19375	NA19391	0.0465	unrelated
NA19375	NA19393	0.0725	unrelated
NA19375	NA19394	0.0421	unrelated
NA19375	NA19395	0.0397	unrelated
NA19375	NA19396	0.0797	unrelated
NA19375	NA19397	0.0895	unrelated
NA19375	NA19398	0.0454	unrelated
NA19375	NA19399	0.0452	unrelated
NA19375	NA19401	0.0453	unrelated
NA19375	NA19403	0.0385	unrelated
NA19375	NA19404	0.0413	unrelated
NA19375	NA19428	0.046	unrelated
NA19375	NA19429	0.0421	unrelated
NA19375	NA19430	0.0452	unrelated
NA19375	NA19431	0.0446	unrelated
NA19375	NA19434	0.0431	unrelated
NA19375	NA19435	0.0399	unrelated
NA19375	NA19436	0.094	unrelated
NA19375	NA19437	0.0398	unrelated
NA19375	NA19438	0.0449	unrelated
NA19375	NA19439	0.0414	unrelated
NA19375	NA19440	0.0422	unrelated
NA19375	NA19443	0.0488	unrelated
NA19375	NA19444	0.0416	unrelated
NA19375	NA19445	0.0438	unrelated
NA19375	NA19446	0.0469	unrelated
NA19375	NA19448	0.0404	unrelated
NA19375	NA19449	0.0445	unrelated
NA19375	NA19451	0.0488	unrelated
NA19375	NA19452	0.0377	unrelated
NA19375	NA19453	0.0433	unrelated
NA19375	NA19455	0.0411	unrelated
NA19375	NA19456	0.0402	unrelated
NA19375	NA19457	0.0444	unrelated
NA19375	NA19461	0.0414	unrelated
NA19375	NA19462	0.0472	unrelated
NA19375	NA19463	0.0401	unrelated
NA19375	NA19466	0.0381	unrelated
NA19375	NA19467	0.0447	unrelated
NA19375	NA19468	0.0427	unrelated
NA19375	NA19469	0.0418	unrelated
NA19375	NA19470	0.045	unrelated
NA19375	NA19471	0.0442	unrelated
NA19375	NA19472	0.0426	unrelated
NA19375	NA19473	0.0379	unrelated
NA19375	NA19474	0.0416	unrelated
NA19376	NA19377	0.0509	unrelated
NA19376	NA19379	0.0463	unrelated
NA19376	NA19380	0.0429	unrelated
NA19376	NA19381	0.0415	unrelated
NA19376	NA19382	0.042	unrelated
NA19376	NA19383	0.0482	unrelated
NA19376	NA19384	0.0573	unrelated
NA19376	NA19385	0.0447	unrelated
NA19376	NA19390	0.0463	unrelated
NA19376	NA19391	0.0529	unrelated
NA19376	NA19393	0.0748	unrelated
NA19376	NA19394	0.0433	unrelated
NA19376	NA19395	0.0473	unrelated
NA19376	NA19396	0.1032	unrelated
NA19376	NA19397	0.1109	unrelated
NA19376	NA19398	0.0431	unrelated
NA19376	NA19399	0.0473	unrelated
NA19376	NA19401	0.0436	unrelated
NA19376	NA19403	0.0447	unrelated
NA19376	NA19404	0.0522	unrelated
NA19376	NA19428	0.0522	unrelated
NA19376	NA19429	0.0477	unrelated
NA19376	NA19430	0.061	unrelated
NA19376	NA19431	0.0509	unrelated
NA19376	NA19434	0.0457	unrelated
NA19376	NA19435	0.0507	unrelated
NA19376	NA19436	0.0508	unrelated
NA19376	NA19437	0.0398	unrelated
NA19376	NA19438	0.0467	unrelated
NA19376	NA19439	0.046	unrelated
NA19376	NA19440	0.0453	unrelated
NA19376	NA19443	0.0448	unrelated
NA19376	NA19444	0.0495	unrelated
NA19376	NA19445	0.0534	unrelated
NA19376	NA19446	0.0477	unrelated
NA19376	NA19448	0.0426	unrelated
NA19376	NA19449	0.0451	unrelated
NA19376	NA19451	0.051	unrelated
NA19376	NA19452	0.0439	unrelated
NA19376	NA19453	0.0495	unrelated
NA19376	NA19455	0.0472	unrelated
NA19376	NA19456	0.0542	unrelated
NA19376	NA19457	0.0426	unrelated
NA19376	NA19461	0.0476	unrelated
NA19376	NA19462	0.0458	unrelated
NA19376	NA19463	0.0461	unrelated
NA19376	NA19466	0.0442	unrelated
NA19376	NA19467	0.0484	unrelated
NA19376	NA19468	0.0498	unrelated
NA19376	NA19469	0.0465	unrelated
NA19376	NA19470	0.0504	unrelated
NA19376	NA19471	0.0442	unrelated
NA19376	NA19472	0.0417	unrelated
NA19376	NA19473	0.0507	unrelated
NA19376	NA19474	0.0464	unrelated
NA19377	NA19379	0.0555	unrelated
NA19377	NA19380	0.0422	unrelated
NA19377	NA19381	0.0399	unrelated
NA19377	NA19382	0.0411	unrelated
NA19377	NA19383	0.0474	unrelated
NA19377	NA19384	0.0476	unrelated
NA19377	NA19385	0.0466	unrelated
NA19377	NA19390	0.0453	unrelated
NA19377	NA19391	0.0482	unrelated
NA19377	NA19393	0.0402	unrelated
NA19377	NA19394	0.0505	unrelated
NA19377	NA19395	0.0462	unrelated
NA19377	NA19396	0.048	unrelated
NA19377	NA19397	0.0493	unrelated
NA19377	NA19398	0.0481	unrelated
NA19377	NA19399	0.0475	unrelated
NA19377	NA19401	0.0409	unrelated
NA19377	NA19403	0.038	unrelated
NA19377	NA19404	0.045	unrelated
NA19377	NA19428	0.0421	unrelated
NA19377	NA19429	0.0444	unrelated
NA19377	NA19430	0.0485	unrelated
NA19377	NA19431	0.0481	unrelated
NA19377	NA19434	0.0467	unrelated
NA19377	NA19435	0.0439	unrelated
NA19377	NA19436	0.0546	unrelated
NA19377	NA19437	0.0453	unrelated
NA19377	NA19438	0.0416	unrelated
NA19377	NA19439	0.0464	unrelated
NA19377	NA19440	0.0466	unrelated
NA19377	NA19443	0.0536	unrelated
NA19377	NA19444	0.0446	unrelated
NA19377	NA19445	0.0458	unrelated
NA19377	NA19446	0.0495	unrelated
NA19377	NA19448	0.0426	unrelated
NA19377	NA19449	0.0472	unrelated
NA19377	NA19451	0.0432	unrelated
NA19377	NA19452	0.0469	unrelated
NA19377	NA19453	0.0413	unrelated
NA19377	NA19455	0.0537	unrelated
NA19377	NA19456	0.0468	unrelated
NA19377	NA19457	0.0436	unrelated
NA19377	NA19461	0.0433	unrelated
NA19377	NA19462	0.046	unrelated
NA19377	NA19463	0.0464	unrelated
NA19377	NA19466	0.0494	unrelated
NA19377	NA19467	0.0491	unrelated
NA19377	NA19468	0.0384	unrelated
NA19377	NA19469	0.0437	unrelated
NA19377	NA19470	0.0526	unrelated
NA19377	NA19471	0.0438	unrelated
NA19377	NA19472	0.0407	unrelated
NA19377	NA19473	0.0426	unrelated
NA19377	NA19474	0.0404	unrelated
NA19379	NA19380	0.0629	unrelated
NA19379	NA19381	0.0605	unrelated
NA19379	NA19382	0.0774	unrelated
NA19379	NA19383	0.0451	unrelated
NA19379	NA19384	0.0467	unrelated
NA19379	NA19385	0.0368	unrelated
NA19379	NA19390	0.0436	unrelated
NA19379	NA19391	0.0438	unrelated
NA19379	NA19393	0.0444	unrelated
NA19379	NA19394	0.0415	unrelated
NA19379	NA19395	0.0397	unrelated
NA19379	NA19396	0.0439	unrelated
NA19379	NA19397	0.0443	unrelated
NA19379	NA19398	0.0437	unrelated
NA19379	NA19399	0.0487	unrelated
NA19379	NA19401	0.0424	unrelated
NA19379	NA19403	0.0347	unrelated
NA19379	NA19404	0.0513	unrelated
NA19379	NA19428	0.0465	unrelated
NA19379	NA19429	0.0466	unrelated
NA19379	NA19430	0.0435	unrelated
NA19379	NA19431	0.052	unrelated
NA19379	NA19434	0.0416	unrelated
NA19379	NA19435	0.0437	unrelated
NA19379	NA19436	0.0492	unrelated
NA19379	NA19437	0.0329	unrelated
NA19379	NA19438	0.0434	unrelated
NA19379	NA19439	0.0492	unrelated
NA19379	NA19440	0.0447	unrelated
NA19379	NA19443	0.0422	unrelated
NA19379	NA19444	0.0408	unrelated
NA19379	NA19445	0.0456	unrelated
NA19379	NA19446	0.0488	unrelated
NA19379	NA19448	0.0386	unrelated
NA19379	NA19449	0.0447	unrelated
NA19379	NA19451	0.0446	unrelated
NA19379	NA19452	0.0446	unrelated
NA19379	NA19453	0.0451	unrelated
NA19379	NA19455	0.0461	unrelated
NA19379	NA19456	0.044	unrelated
NA19379	NA19457	0.0407	unrelated
NA19379	NA19461	0.046	unrelated
NA19379	NA19462	0.044	unrelated
NA19379	NA19463	0.0458	unrelated
NA19379	NA19466	0.0448	unrelated
NA19379	NA19467	0.0433	unrelated
NA19379	NA19468	0.0428	unrelated
NA19379	NA19469	0.0535	unrelated
NA19379	NA19470	0.0464	unrelated
NA19379	NA19471	0.0436	unrelated
NA19379	NA19472	0.0397	unrelated
NA19379	NA19473	0.0487	unrelated
NA19379	NA19474	0.0421	unrelated
NA19380	NA19381	0.2064	related
NA19380	NA19382	0.3151	related
NA19380	NA19383	0.046	unrelated
NA19380	NA19384	0.0432	unrelated
NA19380	NA19385	0.0443	unrelated
NA19380	NA19390	0.0389	unrelated
NA19380	NA19391	0.0437	unrelated
NA19380	NA19393	0.0423	unrelated
NA19380	NA19394	0.0529	unrelated
NA19380	NA19395	0.0368	unrelated
NA19380	NA19396	0.0449	unrelated
NA19380	NA19397	0.0433	unrelated
NA19380	NA19398	0.0439	unrelated
NA19380	NA19399	0.0452	unrelated
NA19380	NA19401	0.0438	unrelated
NA19380	NA19403	0.039	unrelated
NA19380	NA19404	0.0465	unrelated
NA19380	NA19428	0.0448	unrelated
NA19380	NA19429	0.0413	unrelated
NA19380	NA19430	0.0406	unrelated
NA19380	NA19431	0.0439	unrelated
NA19380	NA19434	0.0424	unrelated
NA19380	NA19435	0.0432	unrelated
NA19380	NA19436	0.0459	unrelated
NA19380	NA19437	0.0362	unrelated
NA19380	NA19438	0.0407	unrelated
NA19380	NA19439	0.0408	unrelated
NA19380	NA19440	0.0448	unrelated
NA19380	NA19443	0.0398	unrelated
NA19380	NA19444	0.0439	unrelated
NA19380	NA19445	0.0426	unrelated
NA19380	NA19446	0.0457	unrelated
NA19380	NA19448	0.0443	unrelated
NA19380	NA19449	0.0429	unrelated
NA19380	NA19451	0.042	unrelated
NA19380	NA19452	0.0334	unrelated
NA19380	NA19453	0.0434	unrelated
NA19380	NA19455	0.0382	unrelated
NA19380	NA19456	0.042	unrelated
NA19380	NA19457	0.044	unrelated
NA19380	NA19461	0.0397	unrelated
NA19380	NA19462	0.0473	unrelated
NA19380	NA19463	0.0444	unrelated
NA19380	NA19466	0.043	unrelated
NA19380	NA19467	0.0412	unrelated
NA19380	NA19468	0.0386	unrelated
NA19380	NA19469	0.0399	unrelated
NA19380	NA19470	0.0402	unrelated
NA19380	NA19471	0.0414	unrelated
NA19380	NA19472	0.0402	unrelated
NA19380	NA19473	0.0411	unrelated
NA19380	NA19474	0.0393	unrelated
NA19381	NA19382	0.5156	related
NA19381	NA19383	0.0453	unrelated
NA19381	NA19384	0.044	unrelated
NA19381	NA19385	0.0368	unrelated
NA19381	NA19390	0.0454	unrelated
NA19381	NA19391	0.0459	unrelated
NA19381	NA19393	0.043	unrelated
NA19381	NA19394	0.0385	unrelated
NA19381	NA19395	0.044	unrelated
NA19381	NA19396	0.0425	unrelated
NA19381	NA19397	0.0466	unrelated
NA19381	NA19398	0.0487	unrelated
NA19381	NA19399	0.0494	unrelated
NA19381	NA19401	0.0387	unrelated
NA19381	NA19403	0.0383	unrelated
NA19381	NA19404	0.0424	unrelated
NA19381	NA19428	0.0449	unrelated
NA19381	NA19429	0.0412	unrelated
NA19381	NA19430	0.0401	unrelated
NA19381	NA19431	0.0471	unrelated
NA19381	NA19434	0.0434	unrelated
NA19381	NA19435	0.0445	unrelated
NA19381	NA19436	0.0428	unrelated
NA19381	NA19437	0.0347	unrelated
NA19381	NA19438	0.0429	unrelated
NA19381	NA19439	0.0389	unrelated
NA19381	NA19440	0.0483	unrelated
NA19381	NA19443	0.0435	unrelated
NA19381	NA19444	0.0429	unrelated
NA19381	NA19445	0.0406	unrelated
NA19381	NA19446	0.041	unrelated
NA19381	NA19448	0.0411	unrelated
NA19381	NA19449	0.0391	unrelated
NA19381	NA19451	0.0438	unrelated
NA19381	NA19452	0.0384	unrelated
NA19381	NA19453	0.043	unrelated
NA19381	NA19455	0.0354	unrelated
NA19381	NA19456	0.042	unrelated
NA19381	NA19457	0.043	unrelated
NA19381	NA19461	0.0369	unrelated
NA19381	NA19462	0.0442	unrelated
NA19381	NA19463	0.039	unrelated
NA19381	NA19466	0.0394	unrelated
NA19381	NA19467	0.0426	unrelated
NA19381	NA19468	0.0385	unrelated
NA19381	NA19469	0.0381	unrelated
NA19381	NA19470	0.0406	unrelated
NA19381	NA19471	0.036	unrelated
NA19381	NA19472	0.0387	unrelated
NA19381	NA19473	0.0397	unrelated
NA19381	NA19474	0.042	unrelated
NA19382	NA19383	0.0482	unrelated
NA19382	NA19384	0.0456	unrelated
NA19382	NA19385	0.0369	unrelated
NA19382	NA19390	0.0423	unrelated
NA19382	NA19391	0.0449	unrelated
NA19382	NA19393	0.0441	unrelated
NA19382	NA19394	0.0438	unrelated
NA19382	NA19395	0.0422	unrelated
NA19382	NA19396	0.0423	unrelated
NA19382	NA19397	0.0427	unrelated
NA19382	NA19398	0.0421	unrelated
NA19382	NA19399	0.0475	unrelated
NA19382	NA19401	0.0384	unrelated
NA19382	NA19403	0.0393	unrelated
NA19382	NA19404	0.0405	unrelated
NA19382	NA19428	0.0399	unrelated
NA19382	NA19429	0.0419	unrelated
NA19382	NA19430	0.0432	unrelated
NA19382	NA19431	0.047	unrelated
NA19382	NA19434	0.0448	unrelated
NA19382	NA19435	0.0376	unrelated
NA19382	NA19436	0.0421	unrelated
NA19382	NA19437	0.04	unrelated
NA19382	NA19438	0.0432	unrelated
NA19382	NA19439	0.0387	unrelated
NA19382	NA19440	0.0419	unrelated
NA19382	NA19443	0.0441	unrelated
NA19382	NA19444	0.0438	unrelated
NA19382	NA19445	0.0393	unrelated
NA19382	NA19446	0.0404	unrelated
NA19382	NA19448	0.0388	unrelated
NA19382	NA19449	0.0473	unrelated
NA19382	NA19451	0.0456	unrelated
NA19382	NA19452	0.0426	unrelated
NA19382	NA19453	0.0425	unrelated
NA19382	NA19455	0.0401	unrelated
NA19382	NA19456	0.0435	unrelated
NA19382	NA19457	0.0416	unrelated
NA19382	NA19461	0.0445	unrelated
NA19382	NA19462	0.0422	unrelated
NA19382	NA19463	0.04	unrelated
NA19382	NA19466	0.0405	unrelated
NA19382	NA19467	0.0423	unrelated
NA19382	NA19468	0.0374	unrelated
NA19382	NA19469	0.0393	unrelated
NA19382	NA19470	0.0416	unrelated
NA19382	NA19471	0.0408	unrelated
NA19382	NA19472	0.0372	unrelated
NA19382	NA19473	0.0421	unrelated
NA19382	NA19474	0.0365	unrelated
NA19383	NA19384	0.0512	unrelated
NA19383	NA19385	0.0447	unrelated
NA19383	NA19390	0.0427	unrelated
NA19383	NA19391	0.0466	unrelated
NA19383	NA19393	0.0458	unrelated
NA19383	NA19394	0.0502	unrelated
NA19383	NA19395	0.0432	unrelated
NA19383	NA19396	0.05	unrelated
NA19383	NA19397	0.0495	unrelated
NA19383	NA19398	0.0469	unrelated
NA19383	NA19399	0.0493	unrelated
NA19383	NA19401	0.0437	unrelated
NA19383	NA19403	0.0385	unrelated
NA19383	NA19404	0.0488	unrelated
NA19383	NA19428	0.0465	unrelated
NA19383	NA19429	0.046	unrelated
NA19383	NA19430	0.0456	unrelated
NA19383	NA19431	0.0459	unrelated
NA19383	NA19434	0.0462	unrelated
NA19383	NA19435	0.0442	unrelated
NA19383	NA19436	0.0557	unrelated
NA19383	NA19437	0.0398	unrelated
NA19383	NA19438	0.0467	unrelated
NA19383	NA19439	0.0475	unrelated
NA19383	NA19440	0.0472	unrelated
NA19383	NA19443	0.0436	unrelated
NA19383	NA19444	0.0465	unrelated
NA19383	NA19445	0.0464	unrelated
NA19383	NA19446	0.0527	unrelated
NA19383	NA19448	0.0437	unrelated
NA19383	NA19449	0.0485	unrelated
NA19383	NA19451	0.0508	unrelated
NA19383	NA19452	0.043	unrelated
NA19383	NA19453	0.0424	unrelated
NA19383	NA19455	0.0498	unrelated
NA19383	NA19456	0.0464	unrelated
NA19383	NA19457	0.0447	unrelated
NA19383	NA19461	0.0443	unrelated
NA19383	NA19462	0.046	unrelated
NA19383	NA19463	0.0471	unrelated
NA19383	NA19466	0.0461	unrelated
NA19383	NA19467	0.042	unrelated
NA19383	NA19468	0.0429	unrelated
NA19383	NA19469	0.0431	unrelated
NA19383	NA19470	0.0427	unrelated
NA19383	NA19471	0.045	unrelated
NA19383	NA19472	0.0385	unrelated
NA19383	NA19473	0.0506	unrelated
NA19383	NA19474	0.0405	unrelated
NA19384	NA19385	0.0478	unrelated
NA19384	NA19390	0.0473	unrelated
NA19384	NA19391	0.0491	unrelated
NA19384	NA19393	0.0481	unrelated
NA19384	NA19394	0.049	unrelated
NA19384	NA19395	0.0515	unrelated
NA19384	NA19396	0.0524	unrelated
NA19384	NA19397	0.0484	unrelated
NA19384	NA19398	0.0509	unrelated
NA19384	NA19399	0.0444	unrelated
NA19384	NA19401	0.0462	unrelated
NA19384	NA19403	0.0462	unrelated
NA19384	NA19404	0.0448	unrelated
NA19384	NA19428	0.0486	unrelated
NA19384	NA19429	0.0481	unrelated
NA19384	NA19430	0.0564	unrelated
NA19384	NA19431	0.0507	unrelated
NA19384	NA19434	0.0466	unrelated
NA19384	NA19435	0.0427	unrelated
NA19384	NA19436	0.0548	unrelated
NA19384	NA19437	0.0461	unrelated
NA19384	NA19438	0.0478	unrelated
NA19384	NA19439	0.0526	unrelated
NA19384	NA19440	0.045	unrelated
NA19384	NA19443	0.0433	unrelated
NA19384	NA19444	0.0452	unrelated
NA19384	NA19445	0.0482	unrelated
NA19384	NA19446	0.049	unrelated
NA19384	NA19448	0.0516	unrelated
NA19384	NA19449	0.0495	unrelated
NA19384	NA19451	0.0488	unrelated
